objectId,week,dayIndex,timeSlotIndex,duration,numberOfCalls,date,timeSlotLabel
CallType-7,3,2,19,307,17,21/04/2010,9h30
CallType-7,3,2,20,421,20,21/04/2010,10h
CallType-7,3,2,21,224,29,21/04/2010,10h30
CallType-7,3,2,22,270,37,21/04/2010,11h
CallType-7,3,2,23,357,18,21/04/2010,11h30
CallType-7,3,2,24,290,14,21/04/2010,12h
CallType-7,3,2,25,312,6,21/04/2010,12h30
CallType-7,3,2,26,171,7,21/04/2010,13h
CallType-7,3,2,27,153,2,21/04/2010,13h30
CallType-7,3,2,28,418,3,21/04/2010,14h
CallType-7,3,2,29,132,6,21/04/2010,14h30
CallType-7,3,2,30,255,19,21/04/2010,15h
CallType-7,3,2,31,237,14,21/04/2010,15h30
CallType-7,3,2,32,202,11,21/04/2010,16h
CallType-7,3,2,33,275,22,21/04/2010,16h30
CallType-7,3,2,34,227,17,21/04/2010,17h
CallType-7,3,2,35,286,8,21/04/2010,17h30
CallType-7,3,2,36,650,5,21/04/2010,18h
CallType-7,3,2,37,160,1,21/04/2010,18h30
CallType-7,3,3,17,69,5,22/04/2010,8h30
CallType-7,3,3,18,211,4,22/04/2010,9h
CallType-7,3,3,19,229,15,22/04/2010,9h30
CallType-7,3,3,20,213,19,22/04/2010,10h
CallType-7,3,3,21,237,25,22/04/2010,10h30
CallType-7,3,3,22,181,23,22/04/2010,11h
CallType-7,3,3,23,154,18,22/04/2010,11h30
CallType-7,3,3,24,377,7,22/04/2010,12h
CallType-7,3,3,25,243,2,22/04/2010,12h30
CallType-7,3,3,26,139,3,22/04/2010,13h
CallType-7,3,3,27,136,2,22/04/2010,13h30
CallType-7,3,3,28,243,12,22/04/2010,14h
CallType-7,3,3,29,188,17,22/04/2010,14h30
CallType-7,3,3,30,230,15,22/04/2010,15h
CallType-7,3,3,31,222,7,22/04/2010,15h30
CallType-7,3,3,32,202,19,22/04/2010,16h
CallType-7,3,3,33,181,21,22/04/2010,16h30
CallType-7,3,3,34,381,12,22/04/2010,17h
CallType-7,3,3,35,230,11,22/04/2010,17h30
CallType-7,3,3,36,340,4,22/04/2010,18h
CallType-7,3,3,37,209,5,22/04/2010,18h30
CallType-7,3,4,17,330,2,23/04/2010,8h30
CallType-7,3,4,18,265,10,23/04/2010,9h
CallType-7,3,4,19,194,17,23/04/2010,9h30
CallType-7,3,4,20,228,16,23/04/2010,10h
CallType-7,3,4,21,212,21,23/04/2010,10h30
CallType-7,3,4,22,230,21,23/04/2010,11h
CallType-7,3,4,23,359,29,23/04/2010,11h30
CallType-7,3,4,24,228,13,23/04/2010,12h
CallType-7,3,4,25,165,4,23/04/2010,12h30
CallType-7,3,4,26,389,1,23/04/2010,13h
CallType-7,3,4,27,236,2,23/04/2010,13h30
CallType-7,3,4,28,347,6,23/04/2010,14h
CallType-7,3,4,29,159,23,23/04/2010,14h30
CallType-7,3,4,30,202,12,23/04/2010,15h
CallType-7,3,4,31,250,10,23/04/2010,15h30
CallType-7,3,4,32,280,20,23/04/2010,16h
CallType-7,3,4,33,254,11,23/04/2010,16h30
CallType-7,3,4,34,176,19,23/04/2010,17h
CallType-7,3,4,35,219,15,23/04/2010,17h30
CallType-7,3,4,36,99,2,23/04/2010,18h
CallType-8,0,0,17,327,6,29/03/2010,8h30
CallType-8,0,0,18,245,13,29/03/2010,9h
CallType-8,0,0,19,180,17,29/03/2010,9h30
CallType-8,0,0,20,272,16,29/03/2010,10h
CallType-8,0,0,21,233,14,29/03/2010,10h30
CallType-8,0,0,22,207,21,29/03/2010,11h
CallType-8,0,0,23,285,27,29/03/2010,11h30
CallType-8,0,0,24,221,21,29/03/2010,12h
CallType-8,0,0,25,207,11,29/03/2010,12h30
CallType-8,0,0,26,241,19,29/03/2010,13h
CallType-8,0,0,27,225,19,29/03/2010,13h30
CallType-8,0,0,28,297,25,29/03/2010,14h
CallType-8,0,0,29,299,30,29/03/2010,14h30
CallType-8,0,0,30,232,25,29/03/2010,15h
CallType-8,0,0,31,285,23,29/03/2010,15h30
CallType-8,0,0,32,237,32,29/03/2010,16h
CallType-8,0,0,33,301,23,29/03/2010,16h30
CallType-8,0,0,34,253,15,29/03/2010,17h
CallType-8,0,0,35,339,24,29/03/2010,17h30
CallType-8,0,0,36,345,16,29/03/2010,18h
CallType-8,0,0,37,254,16,29/03/2010,18h30
CallType-8,0,0,38,199,1,29/03/2010,19h
CallType-8,0,1,17,302,6,30/03/2010,8h30
CallType-8,0,1,18,218,11,30/03/2010,9h
CallType-8,0,1,19,258,14,30/03/2010,9h30
CallType-8,0,1,20,183,23,30/03/2010,10h
CallType-8,0,1,21,264,23,30/03/2010,10h30
CallType-8,0,1,22,336,23,30/03/2010,11h
CallType-8,0,1,23,285,20,30/03/2010,11h30
CallType-8,0,1,24,173,6,30/03/2010,12h
CallType-8,0,1,25,234,7,30/03/2010,12h30
CallType-8,0,1,26,178,14,30/03/2010,13h
CallType-8,0,1,27,210,17,30/03/2010,13h30
CallType-8,0,1,28,331,10,30/03/2010,14h
CallType-8,0,1,29,431,19,30/03/2010,14h30
CallType-8,0,1,30,584,16,30/03/2010,15h
CallType-8,0,1,31,102,5,30/03/2010,15h30
CallType-8,0,1,32,235,16,30/03/2010,16h
CallType-8,0,1,33,162,12,30/03/2010,16h30
CallType-8,0,1,34,269,7,30/03/2010,17h
CallType-8,0,1,35,399,6,30/03/2010,17h30
CallType-8,0,1,36,432,4,30/03/2010,18h
CallType-8,0,1,37,235,10,30/03/2010,18h30
CallType-8,0,1,38,77,1,30/03/2010,19h
CallType-8,0,2,17,175,2,31/03/2010,8h30
CallType-8,0,2,18,304,10,31/03/2010,9h
CallType-8,0,2,19,317,12,31/03/2010,9h30
CallType-8,0,2,20,395,15,31/03/2010,10h
CallType-8,0,2,21,278,17,31/03/2010,10h30
CallType-8,0,2,22,194,35,31/03/2010,11h
CallType-8,0,2,23,262,15,31/03/2010,11h30
CallType-8,0,2,24,283,16,31/03/2010,12h
CallType-8,0,2,25,123,11,31/03/2010,12h30
CallType-8,0,2,26,161,12,31/03/2010,13h
CallType-8,0,2,27,326,14,31/03/2010,13h30
CallType-8,0,2,28,336,5,31/03/2010,14h
CallType-8,0,2,29,213,8,31/03/2010,14h30
CallType-8,0,2,30,184,18,31/03/2010,15h
CallType-8,0,2,31,324,10,31/03/2010,15h30
CallType-8,0,2,32,285,21,31/03/2010,16h
CallType-8,0,2,33,317,11,31/03/2010,16h30
CallType-8,0,2,34,205,6,31/03/2010,17h
CallType-8,0,2,35,466,22,31/03/2010,17h30
CallType-8,0,2,36,296,16,31/03/2010,18h
CallType-8,0,2,37,436,6,31/03/2010,18h30
CallType-8,0,3,17,157,5,40182,8h30
CallType-8,0,3,18,234,10,40182,9h
CallType-8,0,3,19,223,3,40182,9h30
CallType-8,0,3,20,316,7,40182,10h
CallType-8,0,3,21,196,8,40182,10h30
CallType-8,0,3,22,262,3,40182,11h
CallType-8,0,3,23,178,3,40182,11h30
CallType-8,0,3,24,219,4,40182,12h
CallType-8,0,3,25,231,3,40182,12h30
CallType-8,0,3,26,208,10,40182,13h
CallType-8,0,3,27,333,16,40182,13h30
CallType-8,0,3,28,345,12,40182,14h
CallType-8,0,3,29,165,5,40182,14h30
CallType-8,0,3,30,267,8,40182,15h
CallType-8,0,3,31,409,13,40182,15h30
CallType-8,0,3,32,446,8,40182,16h
CallType-8,0,3,33,236,12,40182,16h30
CallType-8,0,3,34,317,13,40182,17h
CallType-8,0,3,35,328,21,40182,17h30
CallType-8,0,3,36,343,22,40182,18h
CallType-8,0,3,37,248,3,40182,18h30
CallType-8,0,3,38,293,1,40182,19h
CallType-8,0,4,17,220,12,40213,8h30
CallType-8,0,4,18,276,12,40213,9h
CallType-8,0,4,19,171,13,40213,9h30
CallType-8,0,4,20,231,18,40213,10h
CallType-8,0,4,21,210,11,40213,10h30
CallType-8,0,4,22,251,16,40213,11h
CallType-8,0,4,23,309,15,40213,11h30
CallType-8,0,4,24,210,7,40213,12h
CallType-8,0,4,25,354,13,40213,12h30
CallType-8,0,4,26,268,13,40213,13h
CallType-8,0,4,27,239,10,40213,13h30
CallType-8,0,4,28,317,19,40213,14h
CallType-8,0,4,29,293,15,40213,14h30
CallType-8,0,4,30,255,19,40213,15h
CallType-8,0,4,31,269,18,40213,15h30
CallType-8,0,4,32,260,23,40213,16h
CallType-8,0,4,33,188,23,40213,16h30
CallType-8,0,4,34,379,18,40213,17h
CallType-8,0,4,35,335,25,40213,17h30
CallType-8,0,4,36,252,8,40213,18h
CallType-8,0,4,37,259,6,40213,18h30
CallType-8,0,4,38,194,1,40213,19h
CallType-8,0,5,17,153,2,40241,8h30
CallType-8,0,5,18,245,2,40241,9h
CallType-8,0,5,20,238,1,40241,10h
CallType-8,0,5,21,191,1,40241,10h30
CallType-8,0,5,22,208,1,40241,11h
CallType-8,0,5,24,171,1,40241,12h
CallType-8,0,5,25,202,2,40241,12h30
CallType-8,1,0,17,227,12,40302,8h30
CallType-8,1,0,18,375,10,40302,9h
CallType-8,1,0,19,234,10,40302,9h30
CallType-8,1,0,20,401,18,40302,10h
CallType-8,1,0,21,298,30,40302,10h30
CallType-8,1,0,22,309,20,40302,11h
CallType-8,1,0,23,220,14,40302,11h30
CallType-8,1,0,24,210,15,40302,12h
CallType-8,1,0,25,161,11,40302,12h30
CallType-8,1,0,26,189,10,40302,13h
CallType-8,1,0,27,278,12,40302,13h30
CallType-8,1,0,28,242,22,40302,14h
CallType-8,1,0,29,337,16,40302,14h30
CallType-8,1,0,30,206,16,40302,15h
CallType-8,1,0,31,234,21,40302,15h30
CallType-8,1,0,32,318,8,40302,16h
CallType-8,1,0,33,311,18,40302,16h30
CallType-8,1,0,34,276,17,40302,17h
CallType-8,1,0,35,397,22,40302,17h30
CallType-8,1,0,36,542,18,40302,18h
CallType-8,1,0,37,322,11,40302,18h30
CallType-8,1,0,38,330,1,40302,19h
CallType-8,1,1,17,227,4,40333,8h30
CallType-8,1,1,18,245,2,40333,9h
CallType-8,1,1,19,174,5,40333,9h30
CallType-8,1,1,20,235,18,40333,10h
CallType-8,1,1,21,274,12,40333,10h30
CallType-8,1,1,22,188,10,40333,11h
CallType-8,1,1,23,200,7,40333,11h30
CallType-8,1,1,24,251,12,40333,12h
CallType-8,1,1,25,199,8,40333,12h30
CallType-8,1,1,26,272,10,40333,13h
CallType-8,1,1,27,212,15,40333,13h30
CallType-8,1,1,28,282,8,40333,14h
CallType-8,1,1,29,189,6,40333,14h30
CallType-8,1,1,30,360,15,40333,15h
CallType-8,1,1,31,309,10,40333,15h30
CallType-8,1,1,32,350,13,40333,16h
CallType-8,1,1,33,421,8,40333,16h30
CallType-8,1,1,34,308,12,40333,17h
CallType-8,1,1,35,487,31,40333,17h30
CallType-8,1,1,36,446,14,40333,18h
CallType-8,1,1,37,507,3,40333,18h30
CallType-8,1,2,17,198,5,40363,8h30
CallType-8,1,2,18,146,10,40363,9h
CallType-8,1,2,19,231,6,40363,9h30
CallType-8,1,2,20,364,21,40363,10h
CallType-8,1,2,21,361,16,40363,10h30
CallType-8,1,2,22,400,20,40363,11h
CallType-8,1,2,23,303,17,40363,11h30
CallType-8,1,2,24,200,13,40363,12h
CallType-8,1,2,25,206,11,40363,12h30
CallType-8,1,2,26,274,7,40363,13h
CallType-8,1,2,27,256,11,40363,13h30
CallType-8,1,2,28,342,20,40363,14h
CallType-8,1,2,29,239,19,40363,14h30
CallType-8,1,2,30,375,11,40363,15h
CallType-8,1,2,31,310,15,40363,15h30
CallType-8,1,2,32,172,5,40363,16h
CallType-8,1,2,33,205,13,40363,16h30
CallType-8,1,2,34,209,10,40363,17h
CallType-8,1,2,35,361,16,40363,17h30
CallType-8,1,2,36,410,13,40363,18h
CallType-8,1,2,37,119,7,40363,18h30
CallType-8,1,3,17,188,5,40394,8h30
CallType-8,1,3,18,244,12,40394,9h
CallType-8,1,3,19,208,14,40394,9h30
CallType-8,1,3,20,212,18,40394,10h
CallType-8,1,3,21,212,20,40394,10h30
CallType-8,1,3,22,212,8,40394,11h
CallType-8,1,3,23,227,6,40394,11h30
CallType-8,1,3,24,229,8,40394,12h
CallType-8,1,3,25,152,8,40394,12h30
CallType-8,1,3,26,118,17,40394,13h
CallType-8,1,3,27,216,17,40394,13h30
CallType-8,1,3,28,407,17,40394,14h
CallType-8,1,3,29,177,31,40394,14h30
CallType-8,1,3,30,114,18,40394,15h
CallType-8,1,3,31,170,14,40394,15h30
CallType-8,1,3,32,255,18,40394,16h
CallType-8,1,3,33,245,22,40394,16h30
CallType-8,1,3,34,242,23,40394,17h
CallType-8,1,3,35,361,11,40394,17h30
CallType-8,1,3,36,356,14,40394,18h
CallType-8,1,3,37,197,6,40394,18h30
CallType-8,1,3,38,281,2,40394,19h
CallType-8,1,4,17,229,5,40425,8h30
CallType-8,1,4,18,295,11,40425,9h
CallType-8,1,4,19,297,8,40425,9h30
CallType-8,1,4,20,256,8,40425,10h
CallType-8,1,4,21,257,13,40425,10h30
CallType-8,1,4,22,271,12,40425,11h
CallType-8,1,4,23,385,7,40425,11h30
CallType-8,1,4,24,474,7,40425,12h
CallType-8,1,4,25,217,2,40425,12h30
CallType-8,1,4,26,278,11,40425,13h
CallType-8,1,4,27,218,13,40425,13h30
CallType-8,1,4,28,312,15,40425,14h
CallType-8,1,4,29,404,3,40425,14h30
CallType-8,1,4,30,528,5,40425,15h
CallType-8,1,4,31,328,7,40425,15h30
CallType-8,1,4,32,398,15,40425,16h
CallType-8,1,4,33,244,11,40425,16h30
CallType-8,1,4,34,284,5,40425,17h
CallType-8,1,4,35,312,2,40425,17h30
CallType-8,1,4,36,144,3,40425,18h
CallType-8,1,4,37,209,11,40425,18h30
CallType-8,1,5,17,340,6,40455,8h30
CallType-8,1,5,18,522,8,40455,9h
CallType-8,1,5,19,739,5,40455,9h30
CallType-8,1,5,20,372,12,40455,10h
CallType-8,1,5,21,370,6,40455,10h30
CallType-8,1,5,22,376,4,40455,11h
CallType-8,1,5,23,201,6,40455,11h30
CallType-8,1,5,24,323,7,40455,12h
CallType-8,1,5,25,275,4,40455,12h30
CallType-8,1,5,26,594,1,40455,13h
CallType-8,2,0,17,227,12,40516,8h30
CallType-8,2,0,18,375,10,40516,9h
CallType-8,2,0,19,234,10,40516,9h30
CallType-8,2,0,20,401,18,40516,10h
CallType-8,2,0,21,298,30,40516,10h30
CallType-8,2,0,22,309,20,40516,11h
CallType-8,2,0,23,220,14,40516,11h30
CallType-8,2,0,24,210,15,40516,12h
CallType-8,2,0,25,161,11,40516,12h30
CallType-8,2,0,26,189,10,40516,13h
CallType-8,2,0,27,278,12,40516,13h30
CallType-8,2,0,28,242,22,40516,14h
CallType-8,2,0,29,337,16,40516,14h30
CallType-8,2,0,30,206,16,40516,15h
CallType-8,2,0,31,234,21,40516,15h30
CallType-8,2,0,32,318,8,40516,16h
CallType-8,2,0,33,311,18,40516,16h30
CallType-8,2,0,34,276,17,40516,17h
CallType-8,2,0,35,397,22,40516,17h30
CallType-8,2,0,36,542,18,40516,18h
CallType-8,2,0,37,322,11,40516,18h30
CallType-8,2,0,38,330,1,40516,19h
CallType-8,2,1,17,277,8,13/04/2010,8h30
CallType-8,2,1,18,493,18,13/04/2010,9h
CallType-8,2,1,19,336,11,13/04/2010,9h30
CallType-8,2,1,20,244,14,13/04/2010,10h
CallType-8,2,1,21,412,30,13/04/2010,10h30
CallType-8,2,1,22,411,28,13/04/2010,11h
CallType-8,2,1,23,334,27,13/04/2010,11h30
CallType-8,2,1,24,254,13,13/04/2010,12h
CallType-8,2,1,25,428,12,13/04/2010,12h30
CallType-8,2,1,26,373,14,13/04/2010,13h
CallType-8,2,1,27,284,8,13/04/2010,13h30
CallType-8,2,1,28,278,15,13/04/2010,14h
CallType-8,2,1,29,308,18,13/04/2010,14h30
CallType-8,2,1,30,349,16,13/04/2010,15h
CallType-8,2,1,31,236,13,13/04/2010,15h30
CallType-8,2,1,32,298,13,13/04/2010,16h
CallType-8,2,1,33,313,14,13/04/2010,16h30
CallType-8,2,1,34,431,14,13/04/2010,17h
CallType-8,2,1,35,538,16,13/04/2010,17h30
CallType-8,2,1,36,380,11,13/04/2010,18h
CallType-8,2,1,37,172,3,13/04/2010,18h30
CallType-8,2,1,38,141,2,13/04/2010,19h
CallType-8,2,2,17,201,5,14/04/2010,8h30
CallType-8,2,2,18,408,2,14/04/2010,9h
CallType-8,2,2,19,324,8,14/04/2010,9h30
CallType-8,2,2,20,356,15,14/04/2010,10h
CallType-8,2,2,21,425,24,14/04/2010,10h30
CallType-8,2,2,22,281,20,14/04/2010,11h
CallType-8,2,2,23,246,16,14/04/2010,11h30
CallType-8,2,2,24,235,10,14/04/2010,12h
CallType-8,2,2,25,224,10,14/04/2010,12h30
CallType-8,2,2,26,290,14,14/04/2010,13h
CallType-8,2,2,27,186,21,14/04/2010,13h30
CallType-8,2,2,28,244,16,14/04/2010,14h
CallType-8,2,2,29,288,18,14/04/2010,14h30
CallType-8,2,2,30,401,28,14/04/2010,15h
CallType-8,2,2,31,444,14,14/04/2010,15h30
CallType-8,2,2,32,430,23,14/04/2010,16h
CallType-8,2,2,33,249,25,14/04/2010,16h30
CallType-8,2,2,34,429,25,14/04/2010,17h
CallType-8,2,2,35,314,21,14/04/2010,17h30
CallType-8,2,2,36,400,5,14/04/2010,18h
CallType-8,2,2,37,590,3,14/04/2010,18h30
CallType-8,2,2,38,397,2,14/04/2010,19h
CallType-8,2,3,17,489,2,15/04/2010,8h30
CallType-8,2,3,18,279,5,15/04/2010,9h
CallType-8,2,3,19,220,7,15/04/2010,9h30
CallType-8,2,3,20,419,18,15/04/2010,10h
CallType-8,2,3,21,745,22,15/04/2010,10h30
CallType-8,2,3,22,280,34,15/04/2010,11h
CallType-8,2,3,23,351,19,15/04/2010,11h30
CallType-8,2,3,24,246,14,15/04/2010,12h
CallType-8,2,3,25,142,11,15/04/2010,12h30
CallType-8,2,3,26,176,13,15/04/2010,13h
CallType-8,2,3,27,456,25,15/04/2010,13h30
CallType-8,2,3,28,272,14,15/04/2010,14h
CallType-8,2,3,29,262,15,15/04/2010,14h30
CallType-8,2,3,30,412,25,15/04/2010,15h
CallType-8,2,3,31,254,20,15/04/2010,15h30
CallType-8,2,3,32,399,15,15/04/2010,16h
CallType-8,2,3,33,301,16,15/04/2010,16h30
CallType-8,2,3,34,355,13,15/04/2010,17h
CallType-8,2,3,35,449,22,15/04/2010,17h30
CallType-8,2,3,36,194,6,15/04/2010,18h
CallType-8,2,3,37,161,6,15/04/2010,18h30
CallType-8,2,4,17,299,4,16/04/2010,8h30
CallType-8,2,4,18,371,14,16/04/2010,9h
CallType-8,2,4,19,298,10,16/04/2010,9h30
CallType-8,2,4,20,264,15,16/04/2010,10h
CallType-8,2,4,21,325,14,16/04/2010,10h30
CallType-8,2,4,22,266,12,16/04/2010,11h
CallType-8,2,4,23,269,15,16/04/2010,11h30
CallType-8,2,4,24,272,13,16/04/2010,12h
CallType-8,2,4,25,219,5,16/04/2010,12h30
CallType-8,2,4,26,241,12,16/04/2010,13h
CallType-8,2,4,27,265,10,16/04/2010,13h30
CallType-8,2,4,28,267,11,16/04/2010,14h
CallType-8,2,4,29,260,8,16/04/2010,14h30
CallType-8,2,4,30,280,17,16/04/2010,15h
CallType-8,2,4,31,281,13,16/04/2010,15h30
CallType-8,2,4,32,322,15,16/04/2010,16h
CallType-8,2,4,33,285,14,16/04/2010,16h30
CallType-8,2,4,34,324,20,16/04/2010,17h
CallType-8,2,4,35,445,16,16/04/2010,17h30
CallType-8,2,4,36,296,8,16/04/2010,18h
CallType-8,2,4,37,125,2,16/04/2010,18h30
CallType-8,2,4,38,135,2,16/04/2010,19h
CallType-8,3,0,17,390,2,19/04/2010,8h30
CallType-8,3,0,18,704,11,19/04/2010,9h
CallType-8,3,0,19,454,8,19/04/2010,9h30
CallType-8,3,0,20,473,22,19/04/2010,10h
CallType-8,3,0,21,431,22,19/04/2010,10h30
CallType-8,3,0,22,338,28,19/04/2010,11h
CallType-8,3,0,23,286,12,19/04/2010,11h30
CallType-8,3,0,24,165,6,19/04/2010,12h
CallType-8,3,0,25,205,3,19/04/2010,12h30
CallType-8,3,0,26,340,7,19/04/2010,13h
CallType-8,3,0,27,261,8,19/04/2010,13h30
CallType-8,3,0,28,403,17,19/04/2010,14h
CallType-8,3,0,29,548,11,19/04/2010,14h30
CallType-8,3,0,30,487,14,19/04/2010,15h
CallType-8,3,0,31,224,10,19/04/2010,15h30
CallType-8,3,0,32,334,19,19/04/2010,16h
CallType-8,3,0,33,217,10,19/04/2010,16h30
CallType-8,3,0,34,301,6,19/04/2010,17h
CallType-8,3,0,35,429,3,19/04/2010,17h30
CallType-8,3,0,36,305,4,19/04/2010,18h
CallType-8,3,0,37,265,2,19/04/2010,18h30
CallType-8,3,1,17,74,1,20/04/2010,8h30
CallType-8,3,1,18,262,2,20/04/2010,9h
CallType-8,3,1,19,307,4,20/04/2010,9h30
CallType-8,3,1,20,487,12,20/04/2010,10h
CallType-8,3,1,21,458,24,20/04/2010,10h30
CallType-8,3,1,22,627,19,20/04/2010,11h
CallType-8,3,1,23,279,3,20/04/2010,11h30
CallType-8,3,1,24,280,7,20/04/2010,12h
CallType-8,3,1,25,233,12,20/04/2010,12h30
CallType-8,3,1,26,158,11,20/04/2010,13h
CallType-8,3,1,27,286,14,20/04/2010,13h30
CallType-8,3,1,28,250,13,20/04/2010,14h
CallType-8,3,1,29,372,7,20/04/2010,14h30
CallType-8,3,1,30,311,8,20/04/2010,15h
CallType-8,3,1,31,260,4,20/04/2010,15h30
CallType-8,3,1,32,190,14,20/04/2010,16h
CallType-8,3,1,33,216,12,20/04/2010,16h30
CallType-8,3,1,34,221,11,20/04/2010,17h
CallType-8,3,1,35,208,19,20/04/2010,17h30
CallType-8,3,1,36,284,14,20/04/2010,18h
CallType-8,3,1,37,400,5,20/04/2010,18h30
CallType-8,3,2,17,248,3,21/04/2010,8h30
CallType-8,3,2,18,310,6,21/04/2010,9h
CallType-8,3,2,19,270,10,21/04/2010,9h30
CallType-8,3,2,20,284,11,21/04/2010,10h
CallType-8,3,2,21,379,15,21/04/2010,10h30
CallType-8,3,2,22,321,19,21/04/2010,11h
CallType-8,3,2,23,398,16,21/04/2010,11h30
CallType-8,3,2,24,187,12,21/04/2010,12h
CallType-8,3,2,25,168,8,21/04/2010,12h30
CallType-8,3,2,26,178,16,21/04/2010,13h
CallType-8,3,2,27,182,3,21/04/2010,13h30
CallType-8,3,2,28,163,11,21/04/2010,14h
CallType-8,3,2,29,242,12,21/04/2010,14h30
CallType-8,3,2,30,256,15,21/04/2010,15h
CallType-8,3,2,31,207,15,21/04/2010,15h30
CallType-8,3,2,32,212,17,21/04/2010,16h
CallType-8,3,2,33,197,14,21/04/2010,16h30
CallType-8,3,2,34,224,17,21/04/2010,17h
CallType-8,3,2,35,301,12,21/04/2010,17h30
CallType-8,3,2,36,454,19,21/04/2010,18h
CallType-8,3,2,37,311,8,21/04/2010,18h30
CallType-8,3,2,38,431,1,21/04/2010,19h
CallType-8,3,3,17,135,3,22/04/2010,8h30
CallType-8,3,3,18,236,7,22/04/2010,9h
CallType-8,3,3,19,199,5,22/04/2010,9h30
CallType-8,3,3,20,156,7,22/04/2010,10h
CallType-8,3,3,21,179,14,22/04/2010,10h30
CallType-8,3,3,22,208,21,22/04/2010,11h
CallType-8,3,3,23,163,15,22/04/2010,11h30
CallType-8,3,3,24,153,13,22/04/2010,12h
CallType-8,3,3,25,283,6,22/04/2010,12h30
CallType-8,3,3,26,238,8,22/04/2010,13h
CallType-8,3,3,27,394,1,22/04/2010,13h30
CallType-8,3,3,28,876,2,22/04/2010,14h
CallType-8,3,3,29,280,15,22/04/2010,14h30
CallType-8,3,3,30,197,8,22/04/2010,15h
CallType-8,3,3,31,283,16,22/04/2010,15h30
CallType-8,3,3,32,359,13,22/04/2010,16h
CallType-8,3,3,33,224,11,22/04/2010,16h30
CallType-8,3,3,34,469,7,22/04/2010,17h
CallType-8,3,3,35,473,23,22/04/2010,17h30
CallType-8,3,3,36,409,6,22/04/2010,18h
CallType-8,3,3,37,202,5,22/04/2010,18h30
CallType-8,3,4,17,250,5,23/04/2010,8h30
CallType-8,3,4,18,262,7,23/04/2010,9h
CallType-8,3,4,19,187,7,23/04/2010,9h30
CallType-8,3,4,20,309,15,23/04/2010,10h
CallType-8,3,4,21,297,14,23/04/2010,10h30
CallType-8,3,4,22,286,24,23/04/2010,11h
CallType-8,3,4,23,317,14,23/04/2010,11h30
CallType-8,3,4,24,161,5,23/04/2010,12h
CallType-8,3,4,25,169,11,23/04/2010,12h30
CallType-8,3,4,26,183,12,23/04/2010,13h
CallType-8,3,4,27,216,13,23/04/2010,13h30
CallType-8,3,4,28,299,17,23/04/2010,14h
CallType-8,3,4,29,234,16,23/04/2010,14h30
CallType-8,3,4,30,320,20,23/04/2010,15h
CallType-8,3,4,31,237,12,23/04/2010,15h30
CallType-8,3,4,32,311,19,23/04/2010,16h
CallType-8,3,4,33,336,15,23/04/2010,16h30
CallType-8,3,4,34,331,15,23/04/2010,17h
CallType-8,3,4,35,588,15,23/04/2010,17h30
CallType-8,3,4,36,232,8,23/04/2010,18h
CallType-8,3,4,37,232,5,23/04/2010,18h30
CallType-8,3,5,17,153,3,24/04/2010,8h30
CallType-8,3,5,18,424,6,24/04/2010,9h
CallType-8,3,5,19,493,10,24/04/2010,9h30
CallType-8,3,5,20,306,14,24/04/2010,10h
CallType-8,3,5,21,887,4,24/04/2010,10h30
CallType-8,3,5,22,448,12,24/04/2010,11h
CallType-8,3,5,23,505,10,24/04/2010,11h30
CallType-8,3,5,24,481,6,24/04/2010,12h
CallType-8,3,5,25,307,1,24/04/2010,12h30
CallType-8,3,5,26,138,1,24/04/2010,13h
CallType-9,0,0,17,170,1,29/03/2010,8h30
CallType-9,0,0,19,294,2,29/03/2010,9h30
CallType-9,0,0,25,316,1,29/03/2010,12h30
CallType-9,0,0,29,188,1,29/03/2010,14h30
CallType-9,0,1,27,142,2,30/03/2010,13h30
CallType-9,0,1,28,420,1,30/03/2010,14h
CallType-9,0,1,30,392,1,30/03/2010,15h
CallType-9,0,1,33,262,2,30/03/2010,16h30
CallType-9,0,1,34,186,1,30/03/2010,17h
CallType-9,0,2,17,314,4,31/03/2010,8h30
CallType-9,0,2,18,933,1,31/03/2010,9h
CallType-9,0,2,20,201,1,31/03/2010,10h
CallType-9,0,2,22,219,1,31/03/2010,11h
CallType-9,0,2,33,242,1,31/03/2010,16h30
CallType-9,0,2,34,391,1,31/03/2010,17h
CallType-9,0,3,17,192,1,40182,8h30
CallType-9,0,3,18,104,1,40182,9h
CallType-9,0,3,28,76,1,40182,14h
CallType-9,0,4,20,51,1,40213,10h
CallType-9,0,4,21,14,1,40213,10h30
CallType-9,0,4,22,481,1,40213,11h
CallType-9,0,4,23,548,1,40213,11h30
CallType-9,0,4,27,458,2,40213,13h30
CallType-9,0,4,30,22,3,40213,15h
CallType-9,0,4,31,330,1,40213,15h30
CallType-9,0,4,32,499,1,40213,16h
CallType-9,1,0,23,261,1,40302,11h30
CallType-9,1,1,17,364,1,40333,8h30
CallType-9,1,1,18,457,2,40333,9h
CallType-9,1,1,28,220,1,40333,14h
CallType-9,1,2,29,330,1,40363,14h30
CallType-9,1,2,30,334,1,40363,15h
CallType-9,1,3,19,207,1,40394,9h30
CallType-9,1,3,23,345,1,40394,11h30
CallType-9,1,4,30,409,1,40425,15h
CallType-9,2,0,23,261,1,40516,11h30
CallType-9,2,1,18,527,2,13/04/2010,9h
CallType-9,2,1,22,258,1,13/04/2010,11h
CallType-9,2,2,23,445,1,14/04/2010,11h30
CallType-9,2,2,33,77,1,14/04/2010,16h30
