objectId,week,dayIndex,timeSlotIndex,numberCalls,date,timeSlotLabel
CallType-6,1,3,18,6,40394,9h
CallType-6,1,3,19,5,40394,9h30
CallType-6,1,3,20,8,40394,10h
CallType-6,1,3,21,13,40394,10h30
CallType-6,1,3,22,5,40394,11h
CallType-6,1,3,23,5,40394,11h30
CallType-6,1,3,24,4,40394,12h
CallType-6,1,3,25,2,40394,12h30
CallType-6,1,3,26,1,40394,13h
CallType-6,1,3,27,3,40394,13h30
CallType-6,1,3,28,6,40394,14h
CallType-6,1,3,29,2,40394,14h30
CallType-6,1,3,30,3,40394,15h
CallType-6,1,3,31,10,40394,15h30
CallType-6,1,3,32,13,40394,16h
CallType-6,1,3,33,6,40394,16h30
CallType-6,1,3,34,4,40394,17h
CallType-6,1,3,35,1,40394,17h30
CallType-6,1,3,37,1,40394,18h30
CallType-6,1,4,17,3,40425,8h30
CallType-6,1,4,18,3,40425,9h
CallType-6,1,4,19,5,40425,9h30
CallType-6,1,4,20,4,40425,10h
CallType-6,1,4,21,3,40425,10h30
CallType-6,1,4,22,7,40425,11h
CallType-6,1,4,23,3,40425,11h30
CallType-6,1,4,24,4,40425,12h
CallType-6,1,4,26,4,40425,13h
CallType-6,1,4,27,4,40425,13h30
CallType-6,1,4,28,3,40425,14h
CallType-6,1,4,29,6,40425,14h30
CallType-6,1,4,30,6,40425,15h
CallType-6,1,4,31,4,40425,15h30
CallType-6,1,4,32,2,40425,16h
CallType-6,1,4,33,4,40425,16h30
CallType-6,1,4,34,2,40425,17h
CallType-6,1,4,35,1,40425,17h30
CallType-6,1,4,36,1,40425,18h
CallType-6,1,5,19,4,40455,9h30
CallType-6,1,5,20,3,40455,10h
CallType-6,1,5,21,6,40455,10h30
CallType-6,1,5,22,3,40455,11h
CallType-6,1,5,23,3,40455,11h30
CallType-6,2,0,18,3,40516,9h
CallType-6,2,0,19,3,40516,9h30
CallType-6,2,0,20,8,40516,10h
CallType-6,2,0,21,10,40516,10h30
CallType-6,2,0,22,5,40516,11h
CallType-6,2,0,23,11,40516,11h30
CallType-6,2,0,24,3,40516,12h
CallType-6,2,0,25,1,40516,12h30
CallType-6,2,0,26,1,40516,13h
CallType-6,2,0,27,4,40516,13h30
CallType-6,2,0,28,5,40516,14h
CallType-6,2,0,29,7,40516,14h30
CallType-6,2,0,30,5,40516,15h
CallType-6,2,0,31,6,40516,15h30
CallType-6,2,0,32,5,40516,16h
CallType-6,2,0,33,6,40516,16h30
CallType-6,2,0,34,5,40516,17h
CallType-6,2,0,35,2,40516,17h30
CallType-6,2,1,17,1,13/04/2010,8h30
CallType-6,2,1,18,5,13/04/2010,9h
CallType-6,2,1,19,1,13/04/2010,9h30
CallType-6,2,1,20,2,13/04/2010,10h
CallType-6,2,1,21,7,13/04/2010,10h30
CallType-6,2,1,22,6,13/04/2010,11h
CallType-6,2,1,23,6,13/04/2010,11h30
CallType-6,2,1,24,4,13/04/2010,12h
CallType-6,2,1,25,5,13/04/2010,12h30
CallType-6,2,1,26,4,13/04/2010,13h
CallType-6,2,1,27,6,13/04/2010,13h30
CallType-6,2,1,28,2,13/04/2010,14h
CallType-6,2,1,29,6,13/04/2010,14h30
CallType-6,2,1,30,6,13/04/2010,15h
CallType-6,2,1,31,10,13/04/2010,15h30
CallType-6,2,1,32,5,13/04/2010,16h
CallType-6,2,1,33,5,13/04/2010,16h30
CallType-6,2,1,34,1,13/04/2010,17h
CallType-6,2,1,35,3,13/04/2010,17h30
CallType-6,2,1,36,1,13/04/2010,18h
CallType-6,2,1,37,1,13/04/2010,18h30
CallType-6,2,2,18,3,14/04/2010,9h
CallType-6,2,2,19,1,14/04/2010,9h30
CallType-6,2,2,20,11,14/04/2010,10h
CallType-6,2,2,21,5,14/04/2010,10h30
CallType-6,2,2,22,1,14/04/2010,11h
CallType-6,2,2,23,13,14/04/2010,11h30
CallType-6,2,2,24,4,14/04/2010,12h
CallType-6,2,2,25,2,14/04/2010,12h30
CallType-6,2,2,26,4,14/04/2010,13h
CallType-6,2,2,27,3,14/04/2010,13h30
CallType-6,2,2,28,13,14/04/2010,14h
CallType-6,2,2,29,3,14/04/2010,14h30
CallType-6,2,2,30,20,14/04/2010,15h
CallType-6,2,2,31,18,14/04/2010,15h30
CallType-6,2,2,32,13,14/04/2010,16h
CallType-6,2,2,33,15,14/04/2010,16h30
CallType-6,2,2,34,4,14/04/2010,17h
CallType-6,2,2,35,6,14/04/2010,17h30
CallType-6,2,2,36,8,14/04/2010,18h
CallType-6,2,2,37,2,14/04/2010,18h30
CallType-6,2,3,17,3,15/04/2010,8h30
CallType-6,2,3,18,5,15/04/2010,9h
CallType-6,2,3,19,4,15/04/2010,9h30
CallType-6,2,3,20,6,15/04/2010,10h
CallType-6,2,3,21,6,15/04/2010,10h30
CallType-6,2,3,22,13,15/04/2010,11h
CallType-6,2,3,23,3,15/04/2010,11h30
CallType-6,2,3,24,4,15/04/2010,12h
CallType-6,2,3,25,3,15/04/2010,12h30
CallType-6,2,3,26,2,15/04/2010,13h
CallType-6,2,3,27,1,15/04/2010,13h30
CallType-6,2,3,28,5,15/04/2010,14h
CallType-6,2,3,29,12,15/04/2010,14h30
CallType-6,2,3,30,6,15/04/2010,15h
CallType-6,2,3,31,7,15/04/2010,15h30
CallType-6,2,3,32,2,15/04/2010,16h
CallType-6,2,3,33,6,15/04/2010,16h30
CallType-6,2,3,34,1,15/04/2010,17h
CallType-6,2,3,35,6,15/04/2010,17h30
CallType-6,2,3,36,1,15/04/2010,18h
CallType-6,2,3,37,1,15/04/2010,18h30
CallType-6,2,4,19,2,16/04/2010,9h30
CallType-6,2,4,20,1,16/04/2010,10h
CallType-6,2,4,21,4,16/04/2010,10h30
CallType-6,2,4,22,1,16/04/2010,11h
CallType-6,2,4,23,2,16/04/2010,11h30
CallType-6,2,4,24,1,16/04/2010,12h
CallType-6,2,4,25,3,16/04/2010,12h30
CallType-6,2,4,26,1,16/04/2010,13h
CallType-6,2,4,27,3,16/04/2010,13h30
CallType-6,2,4,29,5,16/04/2010,14h30
CallType-6,2,4,30,7,16/04/2010,15h
CallType-6,2,4,31,4,16/04/2010,15h30
CallType-6,2,4,32,2,16/04/2010,16h
CallType-6,2,4,33,1,16/04/2010,16h30
CallType-6,2,4,35,3,16/04/2010,17h30
CallType-6,2,4,36,1,16/04/2010,18h
CallType-6,2,5,17,1,17/04/2010,8h30
CallType-6,2,5,18,2,17/04/2010,9h
CallType-6,2,5,19,2,17/04/2010,9h30
CallType-6,2,5,20,2,17/04/2010,10h
CallType-6,2,5,21,1,17/04/2010,10h30
CallType-6,2,5,22,4,17/04/2010,11h
CallType-6,2,5,23,4,17/04/2010,11h30
CallType-6,2,5,24,2,17/04/2010,12h
CallType-6,3,0,18,3,19/04/2010,9h
CallType-6,3,0,19,1,19/04/2010,9h30
CallType-6,3,0,20,1,19/04/2010,10h
CallType-6,3,0,21,1,19/04/2010,10h30
CallType-6,3,0,22,6,19/04/2010,11h
CallType-6,3,0,23,4,19/04/2010,11h30
CallType-6,3,0,24,3,19/04/2010,12h
CallType-6,3,0,25,1,19/04/2010,12h30
CallType-6,3,0,26,1,19/04/2010,13h
CallType-6,3,0,27,2,19/04/2010,13h30
CallType-6,3,0,28,10,19/04/2010,14h
CallType-6,3,0,29,8,19/04/2010,14h30
CallType-6,3,0,30,14,19/04/2010,15h
CallType-6,3,0,31,12,19/04/2010,15h30
CallType-6,3,0,32,8,19/04/2010,16h
CallType-6,3,0,33,7,19/04/2010,16h30
CallType-6,3,0,34,2,19/04/2010,17h
CallType-6,3,0,35,2,19/04/2010,17h30
CallType-6,3,0,36,2,19/04/2010,18h
CallType-6,3,1,17,4,20/04/2010,8h30
CallType-6,3,1,18,3,20/04/2010,9h
CallType-6,3,1,19,1,20/04/2010,9h30
CallType-6,3,1,20,2,20/04/2010,10h
CallType-6,3,1,21,7,20/04/2010,10h30
CallType-6,3,1,22,1,20/04/2010,11h
CallType-6,3,1,23,1,20/04/2010,11h30
CallType-6,3,1,28,1,20/04/2010,14h
CallType-6,3,1,29,4,20/04/2010,14h30
CallType-6,3,1,30,6,20/04/2010,15h
CallType-6,3,1,31,6,20/04/2010,15h30
CallType-6,3,1,32,10,20/04/2010,16h
CallType-6,3,1,33,1,20/04/2010,16h30
CallType-6,3,1,34,3,20/04/2010,17h
CallType-6,3,1,35,2,20/04/2010,17h30
CallType-6,3,1,36,2,20/04/2010,18h
CallType-6,3,1,37,1,20/04/2010,18h30
CallType-6,3,2,17,5,21/04/2010,8h30
CallType-6,3,2,18,1,21/04/2010,9h
CallType-6,3,2,19,3,21/04/2010,9h30
CallType-6,3,2,20,2,21/04/2010,10h
CallType-6,3,2,21,1,21/04/2010,10h30
CallType-6,3,2,23,3,21/04/2010,11h30
CallType-6,3,2,24,6,21/04/2010,12h
CallType-6,3,2,25,2,21/04/2010,12h30
CallType-6,3,2,27,2,21/04/2010,13h30
CallType-6,3,2,28,2,21/04/2010,14h
CallType-6,3,2,29,6,21/04/2010,14h30
CallType-6,3,2,30,5,21/04/2010,15h
CallType-6,3,2,31,10,21/04/2010,15h30
CallType-6,3,2,32,7,21/04/2010,16h
CallType-6,3,2,33,5,21/04/2010,16h30
CallType-6,3,2,34,2,21/04/2010,17h
CallType-6,3,2,35,3,21/04/2010,17h30
CallType-6,3,2,37,1,21/04/2010,18h30
CallType-6,3,3,17,2,22/04/2010,8h30
CallType-6,3,3,18,2,22/04/2010,9h
CallType-6,3,3,19,1,22/04/2010,9h30
CallType-6,3,3,20,1,22/04/2010,10h
CallType-6,3,3,21,6,22/04/2010,10h30
CallType-6,3,3,22,3,22/04/2010,11h
CallType-6,3,3,23,2,22/04/2010,11h30
CallType-6,3,3,25,3,22/04/2010,12h30
CallType-6,3,3,26,1,22/04/2010,13h
CallType-6,3,3,28,1,22/04/2010,14h
CallType-6,3,3,29,2,22/04/2010,14h30
CallType-6,3,3,30,7,22/04/2010,15h
CallType-6,3,3,31,1,22/04/2010,15h30
CallType-6,3,3,32,5,22/04/2010,16h
CallType-6,3,3,33,5,22/04/2010,16h30
CallType-6,3,3,34,4,22/04/2010,17h
CallType-6,3,3,36,1,22/04/2010,18h
CallType-6,3,4,17,1,23/04/2010,8h30
CallType-6,3,4,18,2,23/04/2010,9h
CallType-6,3,4,19,7,23/04/2010,9h30
CallType-6,3,4,20,6,23/04/2010,10h
CallType-6,3,4,21,8,23/04/2010,10h30
CallType-6,3,4,22,15,23/04/2010,11h
CallType-6,3,4,23,7,23/04/2010,11h30
CallType-6,3,4,24,5,23/04/2010,12h
CallType-6,3,4,25,3,23/04/2010,12h30
CallType-6,3,4,26,3,23/04/2010,13h
CallType-6,3,4,27,3,23/04/2010,13h30
CallType-6,3,4,28,3,23/04/2010,14h
CallType-6,3,4,29,5,23/04/2010,14h30
CallType-6,3,4,30,1,23/04/2010,15h
CallType-6,3,4,31,5,23/04/2010,15h30
CallType-6,3,4,32,1,23/04/2010,16h
CallType-6,3,4,35,3,23/04/2010,17h30
CallType-7,0,0,17,7,29/03/2010,8h30
CallType-7,0,0,18,6,29/03/2010,9h
CallType-7,0,0,19,11,29/03/2010,9h30
CallType-7,0,0,20,19,29/03/2010,10h
CallType-7,0,0,21,19,29/03/2010,10h30
CallType-7,0,0,22,38,29/03/2010,11h
CallType-7,0,0,23,36,29/03/2010,11h30
CallType-7,0,0,24,10,29/03/2010,12h
CallType-7,0,0,25,4,29/03/2010,12h30
CallType-7,0,0,26,4,29/03/2010,13h
CallType-7,0,0,27,5,29/03/2010,13h30
CallType-7,0,0,28,5,29/03/2010,14h
CallType-7,0,0,29,10,29/03/2010,14h30
CallType-7,0,0,30,21,29/03/2010,15h
CallType-7,0,0,31,24,29/03/2010,15h30
CallType-7,0,0,32,13,29/03/2010,16h
CallType-7,0,0,33,24,29/03/2010,16h30
CallType-7,0,0,34,19,29/03/2010,17h
CallType-7,0,0,35,14,29/03/2010,17h30
CallType-7,0,0,36,12,29/03/2010,18h
CallType-7,0,0,37,2,29/03/2010,18h30
CallType-7,0,0,38,1,29/03/2010,19h
CallType-7,0,1,17,1,30/03/2010,8h30
CallType-7,0,1,18,12,30/03/2010,9h
CallType-7,0,1,19,22,30/03/2010,9h30
CallType-7,0,1,20,23,30/03/2010,10h
CallType-7,0,1,21,28,30/03/2010,10h30
CallType-7,0,1,22,20,30/03/2010,11h
CallType-7,0,1,23,29,30/03/2010,11h30
CallType-7,0,1,24,16,30/03/2010,12h
CallType-7,0,1,25,5,30/03/2010,12h30
CallType-7,0,1,26,7,30/03/2010,13h
CallType-7,0,1,27,13,30/03/2010,13h30
CallType-7,0,1,28,6,30/03/2010,14h
CallType-7,0,1,29,25,30/03/2010,14h30
CallType-7,0,1,30,34,30/03/2010,15h
CallType-7,0,1,31,17,30/03/2010,15h30
CallType-7,0,1,32,20,30/03/2010,16h
CallType-7,0,1,33,13,30/03/2010,16h30
CallType-7,0,1,34,16,30/03/2010,17h
CallType-7,0,1,35,12,30/03/2010,17h30
CallType-7,0,1,36,6,30/03/2010,18h
CallType-7,0,1,37,2,30/03/2010,18h30
CallType-7,0,2,17,1,31/03/2010,8h30
CallType-7,0,2,18,7,31/03/2010,9h
CallType-7,0,2,19,16,31/03/2010,9h30
CallType-7,0,2,20,14,31/03/2010,10h
CallType-7,0,2,21,20,31/03/2010,10h30
CallType-7,0,2,22,23,31/03/2010,11h
CallType-7,0,2,23,28,31/03/2010,11h30
CallType-7,0,2,24,8,31/03/2010,12h
CallType-7,0,2,25,11,31/03/2010,12h30
CallType-7,0,2,26,8,31/03/2010,13h
CallType-7,0,2,27,7,31/03/2010,13h30
CallType-7,0,2,28,4,31/03/2010,14h
CallType-7,0,2,29,6,31/03/2010,14h30
CallType-7,0,2,30,16,31/03/2010,15h
CallType-7,0,2,31,13,31/03/2010,15h30
CallType-7,0,2,32,12,31/03/2010,16h
CallType-7,0,2,33,13,31/03/2010,16h30
CallType-7,0,2,34,19,31/03/2010,17h
CallType-7,0,2,35,10,31/03/2010,17h30
CallType-7,0,2,36,4,31/03/2010,18h
CallType-7,0,2,37,6,31/03/2010,18h30
CallType-7,0,3,17,1,40182,8h30
CallType-7,0,3,18,5,40182,9h
CallType-7,0,3,19,8,40182,9h30
CallType-7,0,3,20,20,40182,10h
CallType-7,0,3,21,36,40182,10h30
CallType-7,0,3,22,27,40182,11h
CallType-7,0,3,23,28,40182,11h30
CallType-7,0,3,24,15,40182,12h
CallType-7,0,3,25,6,40182,12h30
CallType-7,0,3,26,2,40182,13h
CallType-7,0,3,27,6,40182,13h30
CallType-7,0,3,28,13,40182,14h
CallType-7,0,3,29,19,40182,14h30
CallType-7,0,3,30,18,40182,15h
CallType-7,0,3,31,15,40182,15h30
CallType-7,0,3,32,14,40182,16h
CallType-7,0,3,33,27,40182,16h30
CallType-7,0,3,34,17,40182,17h
CallType-7,0,3,35,13,40182,17h30
CallType-7,0,3,36,7,40182,18h
CallType-7,0,3,37,2,40182,18h30
CallType-7,0,4,17,2,40213,8h30
CallType-7,0,4,18,14,40213,9h
CallType-7,0,4,19,13,40213,9h30
CallType-7,0,4,20,20,40213,10h
CallType-7,0,4,21,33,40213,10h30
CallType-7,0,4,22,37,40213,11h
CallType-7,0,4,23,24,40213,11h30
CallType-7,0,4,24,11,40213,12h
CallType-7,0,4,25,7,40213,12h30
CallType-7,0,4,26,4,40213,13h
CallType-7,0,4,27,6,40213,13h30
CallType-7,0,4,28,11,40213,14h
CallType-7,0,4,29,6,40213,14h30
CallType-7,0,4,30,15,40213,15h
CallType-7,0,4,31,11,40213,15h30
CallType-7,0,4,32,5,40213,16h
CallType-7,0,4,33,22,40213,16h30
CallType-7,0,4,34,17,40213,17h
CallType-7,0,4,35,8,40213,17h30
CallType-7,0,4,36,1,40213,18h
CallType-7,0,4,37,3,40213,18h30
CallType-7,0,5,18,2,40241,9h
CallType-7,0,5,19,2,40241,9h30
CallType-7,0,5,20,3,40241,10h
CallType-7,0,5,21,2,40241,10h30
CallType-7,0,5,23,3,40241,11h30
CallType-7,0,5,24,2,40241,12h
CallType-7,0,5,25,3,40241,12h30
CallType-7,1,0,17,6,40302,8h30
CallType-7,1,0,18,8,40302,9h
CallType-7,1,0,19,18,40302,9h30
CallType-7,1,0,20,24,40302,10h
CallType-7,1,0,21,31,40302,10h30
CallType-7,1,0,22,32,40302,11h
CallType-7,1,0,23,27,40302,11h30
CallType-7,1,0,24,7,40302,12h
CallType-7,1,0,25,8,40302,12h30
CallType-7,1,0,26,10,40302,13h
CallType-7,1,0,27,6,40302,13h30
CallType-7,1,0,28,16,40302,14h
CallType-7,1,0,29,22,40302,14h30
CallType-7,1,0,30,22,40302,15h
CallType-7,1,0,31,21,40302,15h30
CallType-7,1,0,32,13,40302,16h
CallType-7,1,0,33,19,40302,16h30
CallType-7,1,0,34,25,40302,17h
CallType-7,1,0,35,13,40302,17h30
CallType-7,1,0,36,11,40302,18h
CallType-7,1,0,37,11,40302,18h30
CallType-7,1,1,17,3,40333,8h30
CallType-7,1,1,18,4,40333,9h
CallType-7,1,1,19,18,40333,9h30
CallType-7,1,1,20,25,40333,10h
CallType-7,1,1,21,22,40333,10h30
CallType-7,1,1,22,27,40333,11h
CallType-7,1,1,23,34,40333,11h30
CallType-7,1,1,24,22,40333,12h
CallType-7,1,1,25,5,40333,12h30
CallType-7,1,1,26,13,40333,13h
CallType-7,1,1,27,4,40333,13h30
CallType-7,1,1,28,6,40333,14h
CallType-7,1,1,29,11,40333,14h30
CallType-7,1,1,30,10,40333,15h
CallType-7,1,1,31,18,40333,15h30
CallType-7,1,1,32,13,40333,16h
CallType-7,1,1,33,20,40333,16h30
CallType-7,1,1,34,14,40333,17h
CallType-7,1,1,35,20,40333,17h30
CallType-7,1,1,36,7,40333,18h
CallType-7,1,1,37,5,40333,18h30
CallType-7,1,2,17,3,40363,8h30
CallType-7,1,2,18,5,40363,9h
CallType-7,1,2,19,22,40363,9h30
CallType-7,1,2,20,12,40363,10h
CallType-7,1,2,21,21,40363,10h30
CallType-7,1,2,22,23,40363,11h
CallType-7,1,2,23,28,40363,11h30
CallType-7,1,2,24,29,40363,12h
CallType-7,1,2,25,12,40363,12h30
CallType-7,1,2,26,6,40363,13h
CallType-7,1,2,27,6,40363,13h30
CallType-7,1,2,28,6,40363,14h
CallType-7,1,2,29,17,40363,14h30
CallType-7,1,2,30,12,40363,15h
CallType-7,1,2,31,12,40363,15h30
CallType-7,1,2,32,19,40363,16h
CallType-7,1,2,33,19,40363,16h30
CallType-7,1,2,34,8,40363,17h
CallType-7,1,3,17,3,40394,8h30
CallType-7,1,3,18,12,40394,9h
CallType-7,1,3,19,11,40394,9h30
CallType-7,1,3,20,24,40394,10h
CallType-7,1,3,21,21,40394,10h30
CallType-7,1,3,22,14,40394,11h
CallType-7,1,3,23,29,40394,11h30
CallType-7,1,3,24,10,40394,12h
CallType-7,1,3,25,7,40394,12h30
CallType-7,1,3,26,5,40394,13h
CallType-7,1,3,27,3,40394,13h30
CallType-7,1,3,28,7,40394,14h
CallType-7,1,3,29,11,40394,14h30
CallType-7,1,3,30,13,40394,15h
CallType-7,1,3,31,6,40394,15h30
CallType-7,1,3,32,10,40394,16h
CallType-7,1,3,33,22,40394,16h30
CallType-7,1,3,34,23,40394,17h
CallType-7,1,3,35,13,40394,17h30
CallType-7,1,3,36,4,40394,18h
CallType-7,1,3,37,1,40394,18h30
CallType-7,1,4,17,5,40425,8h30
CallType-7,1,4,18,7,40425,9h
CallType-7,1,4,19,16,40425,9h30
CallType-7,1,4,20,14,40425,10h
CallType-7,1,4,21,17,40425,10h30
CallType-7,1,4,22,23,40425,11h
CallType-7,1,4,23,25,40425,11h30
CallType-7,1,4,24,10,40425,12h
CallType-7,1,4,25,1,40425,12h30
CallType-7,1,4,26,4,40425,13h
CallType-7,1,4,28,3,40425,14h
CallType-7,1,4,29,11,40425,14h30
CallType-7,1,4,30,11,40425,15h
CallType-7,1,4,31,11,40425,15h30
CallType-7,1,4,32,12,40425,16h
CallType-7,1,4,33,16,40425,16h30
CallType-7,1,4,34,16,40425,17h
CallType-7,1,4,35,6,40425,17h30
CallType-7,1,4,36,2,40425,18h
CallType-7,1,4,37,1,40425,18h30
CallType-7,1,5,18,2,40455,9h
CallType-7,1,5,19,2,40455,9h30
CallType-7,1,5,20,2,40455,10h
CallType-7,1,5,21,3,40455,10h30
CallType-7,1,5,22,1,40455,11h
CallType-7,1,5,24,2,40455,12h
CallType-7,2,0,17,6,40516,8h30
CallType-7,2,0,18,8,40516,9h
CallType-7,2,0,19,18,40516,9h30
CallType-7,2,0,20,24,40516,10h
CallType-7,2,0,21,31,40516,10h30
CallType-7,2,0,22,32,40516,11h
CallType-7,2,0,23,27,40516,11h30
CallType-7,2,0,24,7,40516,12h
CallType-7,2,0,25,8,40516,12h30
CallType-7,2,0,26,10,40516,13h
CallType-7,2,0,27,6,40516,13h30
CallType-7,2,0,28,16,40516,14h
CallType-7,2,0,29,22,40516,14h30
CallType-7,2,0,30,22,40516,15h
CallType-7,2,0,31,21,40516,15h30
CallType-7,2,0,32,13,40516,16h
CallType-7,2,0,33,19,40516,16h30
CallType-7,2,0,34,25,40516,17h
CallType-7,2,0,35,13,40516,17h30
CallType-7,2,0,36,11,40516,18h
CallType-7,2,0,37,11,40516,18h30
CallType-7,2,1,17,4,13/04/2010,8h30
CallType-7,2,1,18,10,13/04/2010,9h
CallType-7,2,1,19,28,13/04/2010,9h30
CallType-7,2,1,20,24,13/04/2010,10h
CallType-7,2,1,21,35,13/04/2010,10h30
CallType-7,2,1,22,36,13/04/2010,11h
CallType-7,2,1,23,34,13/04/2010,11h30
CallType-7,2,1,24,8,13/04/2010,12h
CallType-7,2,1,26,5,13/04/2010,13h
CallType-7,2,1,27,6,13/04/2010,13h30
CallType-7,2,1,28,18,13/04/2010,14h
CallType-7,2,1,29,21,13/04/2010,14h30
CallType-7,2,1,30,17,13/04/2010,15h
CallType-7,2,1,31,31,13/04/2010,15h30
CallType-7,2,1,32,16,13/04/2010,16h
CallType-7,2,1,33,21,13/04/2010,16h30
CallType-7,2,1,34,17,13/04/2010,17h
CallType-7,2,1,35,2,13/04/2010,17h30
CallType-7,2,2,17,2,14/04/2010,8h30
CallType-7,2,2,18,6,14/04/2010,9h
CallType-7,2,2,19,16,14/04/2010,9h30
CallType-7,2,2,20,15,14/04/2010,10h
CallType-7,2,2,21,39,14/04/2010,10h30
CallType-7,2,2,22,22,14/04/2010,11h
CallType-7,2,2,23,25,14/04/2010,11h30
CallType-7,2,2,24,5,14/04/2010,12h
CallType-7,2,2,25,2,14/04/2010,12h30
CallType-7,2,2,26,4,14/04/2010,13h
CallType-7,2,2,27,6,14/04/2010,13h30
CallType-7,2,2,28,14,14/04/2010,14h
CallType-7,2,2,29,20,14/04/2010,14h30
CallType-7,2,2,30,30,14/04/2010,15h
CallType-7,2,2,31,21,14/04/2010,15h30
CallType-7,2,2,32,24,14/04/2010,16h
CallType-7,2,2,33,22,14/04/2010,16h30
CallType-7,2,2,34,10,14/04/2010,17h
CallType-7,2,2,35,7,14/04/2010,17h30
CallType-7,2,2,36,5,14/04/2010,18h
CallType-7,2,2,37,1,14/04/2010,18h30
CallType-7,2,3,17,7,15/04/2010,8h30
CallType-7,2,3,18,11,15/04/2010,9h
CallType-7,2,3,19,33,15/04/2010,9h30
CallType-7,2,3,20,22,15/04/2010,10h
CallType-7,2,3,21,25,15/04/2010,10h30
CallType-7,2,3,22,18,15/04/2010,11h
CallType-7,2,3,23,39,15/04/2010,11h30
CallType-7,2,3,24,10,15/04/2010,12h
CallType-7,2,3,25,1,15/04/2010,12h30
CallType-7,2,3,26,5,15/04/2010,13h
CallType-7,2,3,27,5,15/04/2010,13h30
CallType-7,2,3,28,6,15/04/2010,14h
CallType-7,2,3,29,27,15/04/2010,14h30
CallType-7,2,3,30,31,15/04/2010,15h
CallType-7,2,3,31,14,15/04/2010,15h30
CallType-7,2,3,32,10,15/04/2010,16h
CallType-7,2,3,33,16,15/04/2010,16h30
CallType-7,2,3,34,10,15/04/2010,17h
CallType-7,2,3,35,5,15/04/2010,17h30
CallType-7,2,3,36,2,15/04/2010,18h
CallType-7,2,3,37,1,15/04/2010,18h30
CallType-7,2,4,18,15,16/04/2010,9h
CallType-7,2,4,19,20,16/04/2010,9h30
CallType-7,2,4,20,17,16/04/2010,10h
CallType-7,2,4,21,31,16/04/2010,10h30
CallType-7,2,4,22,38,16/04/2010,11h
CallType-7,2,4,23,50,16/04/2010,11h30
CallType-7,2,4,24,15,16/04/2010,12h
CallType-7,2,4,25,7,16/04/2010,12h30
CallType-7,2,4,26,4,16/04/2010,13h
CallType-7,2,4,27,8,16/04/2010,13h30
CallType-7,2,4,28,23,16/04/2010,14h
CallType-7,2,4,29,29,16/04/2010,14h30
CallType-7,2,4,30,22,16/04/2010,15h
CallType-7,2,4,31,18,16/04/2010,15h30
CallType-7,2,4,32,16,16/04/2010,16h
CallType-7,2,4,33,23,16/04/2010,16h30
CallType-7,2,4,34,18,16/04/2010,17h
CallType-7,2,4,35,18,16/04/2010,17h30
CallType-7,2,4,36,7,16/04/2010,18h
CallType-7,2,5,24,2,17/04/2010,12h
CallType-7,3,0,17,4,19/04/2010,8h30
CallType-7,3,0,18,13,19/04/2010,9h
CallType-7,3,0,19,15,19/04/2010,9h30
CallType-7,3,0,20,23,19/04/2010,10h
CallType-7,3,0,21,21,19/04/2010,10h30
CallType-7,3,0,22,25,19/04/2010,11h
CallType-7,3,0,23,19,19/04/2010,11h30
CallType-7,3,0,24,8,19/04/2010,12h
CallType-7,3,0,25,7,19/04/2010,12h30
CallType-7,3,0,26,7,19/04/2010,13h
CallType-7,3,0,27,6,19/04/2010,13h30
CallType-7,3,0,28,14,19/04/2010,14h
CallType-7,3,0,29,25,19/04/2010,14h30
CallType-7,3,0,30,15,19/04/2010,15h
CallType-7,3,0,31,19,19/04/2010,15h30
CallType-7,3,0,32,12,19/04/2010,16h
CallType-7,3,0,33,17,19/04/2010,16h30
CallType-7,3,0,34,27,19/04/2010,17h
CallType-7,3,0,35,22,19/04/2010,17h30
CallType-7,3,0,36,8,19/04/2010,18h
CallType-7,3,0,37,3,19/04/2010,18h30
CallType-7,3,1,17,2,20/04/2010,8h30
CallType-7,3,1,18,13,20/04/2010,9h
CallType-7,3,1,19,15,20/04/2010,9h30
CallType-7,3,1,20,14,20/04/2010,10h
CallType-7,3,1,21,14,20/04/2010,10h30
CallType-7,3,1,22,35,20/04/2010,11h
CallType-7,3,1,23,34,20/04/2010,11h30
CallType-7,3,1,24,6,20/04/2010,12h
CallType-7,3,1,25,2,20/04/2010,12h30
CallType-7,3,1,26,4,20/04/2010,13h
CallType-7,3,1,27,11,20/04/2010,13h30
CallType-7,3,1,28,11,20/04/2010,14h
CallType-7,3,1,29,11,20/04/2010,14h30
CallType-7,3,1,30,23,20/04/2010,15h
CallType-7,3,1,31,15,20/04/2010,15h30
CallType-7,3,1,32,20,20/04/2010,16h
CallType-7,3,1,33,17,20/04/2010,16h30
CallType-7,3,1,34,18,20/04/2010,17h
CallType-7,3,1,35,11,20/04/2010,17h30
CallType-7,3,1,36,3,20/04/2010,18h
CallType-7,3,2,17,4,21/04/2010,8h30
CallType-7,3,2,18,12,21/04/2010,9h
CallType-7,3,2,19,17,21/04/2010,9h30
CallType-7,3,2,20,20,21/04/2010,10h
CallType-7,3,2,21,29,21/04/2010,10h30
CallType-7,3,2,22,37,21/04/2010,11h
CallType-7,3,2,23,18,21/04/2010,11h30
CallType-7,3,2,24,14,21/04/2010,12h
CallType-7,3,2,25,6,21/04/2010,12h30
CallType-7,3,2,26,7,21/04/2010,13h
CallType-7,3,2,27,2,21/04/2010,13h30
