dcId,customerId,costPerUnit
85032,18103,3690.36
90201,18103,4263.68
94104,18103,4484.32
97301,18103,4314.57
02301,19020,445.12
06010,19020,273.31
07087,19020,123.89
10025,19020,129.31
19143,19020,30.30
21234,19020,175.95
27406,19020,691.42
29445,19020,1017.14
30044,19020,1175.70
32203,19020,1389.59
35215,19020,1447.59
38109,19020,1610.94
40601,19020,985.56
44035,19020,692.02
45401,19020,881.70
47906,19020,1133.20
48180,19020,822.33
52001,19020,1496.56
53511,19020,1348.52
60623,19020,1217.79
63376,19020,1511.05
74012,19020,2092.18
75221,19020,2359.25
80126,19020,2854.36
85032,19020,3738.09
90201,19020,4316.25
94104,19020,4544.93
97301,19020,4384.65
02301,19067,423.87
06010,19067,251.77
07087,19067,102.34
10025,19067,107.76
19143,19067,51.67
21234,19067,196.86
27406,19067,712.97
29445,19067,1038.09
30044,19067,1197.09
32203,19067,1410.52
35215,19067,1468.54
38109,19067,1630.22
40601,19067,1003.47
44035,19067,702.93
45401,19067,897.04
47906,19067,1146.94
48180,19067,831.19
52001,19067,1506.97
53511,19067,1358.65
60623,19067,1228.93
63376,19067,1526.70
74012,19067,2109.29
75221,19067,2378.12
80126,19067,2867.33
85032,19067,3753.56
90201,19067,4330.52
94104,19067,4556.75
97301,19067,4392.45
02301,19143,475.42
06010,19143,303.00
07087,19143,153.82
10025,19143,159.31
19143,19143,0.00
21234,19143,145.79
27406,19143,661.63
29445,19143,989.43
30044,19143,1145.43
32203,19143,1361.90
35215,19143,1417.35
38109,19143,1581.98
40601,19143,958.02
44035,19143,673.15
45401,19143,857.15
47906,19143,1110.49
48180,19143,806.03
52001,19143,1477.95
53511,19143,1330.31
60623,19143,1198.33
63376,19143,1485.99
74012,19143,2065.43
75221,19143,2330.65
80126,19143,2832.39
85032,19143,3713.13
90201,19143,4292.68
94104,19143,4524.33
97301,19143,4369.15
02301,19382,505.38
06010,19382,329.19
07087,19382,181.95
10025,19382,187.62
19143,19382,36.27
21234,19382,115.44
27406,19382,636.96
29445,19382,971.50
30044,19382,1117.01
32203,19382,1343.82
35215,19382,1386.48
38109,19382,1547.51
40601,19382,922.34
44035,19382,638.62
45401,19382,820.89
47906,19382,1074.48
48180,19382,772.82
52001,19382,1443.37
53511,19382,1295.94
60623,19382,1163.40
63376,19382,1449.73
74012,19382,2029.43
75221,19382,2295.76
80126,19382,2796.53
85032,19382,3676.86
90201,19382,4256.49
94104,19382,4488.87
97301,19382,4336.09
02301,19711,536.31
06010,19711,362.48
07087,19711,213.99
10025,19711,219.55
19143,19711,60.98
21234,19711,84.96
27406,19711,602.59
29445,19711,935.66
30044,19711,1084.77
32203,19711,1308.00
35215,19711,1356.38
38109,19711,1522.94
40601,19711,901.78
44035,19711,635.22
45401,19711,806.96
47906,19711,1063.76
48180,19711,772.97
52001,19711,1439.12
53511,19711,1292.40
60623,19711,1158.05
63376,19711,1434.36
74012,19711,2010.40
75221,19711,2272.22
80126,19711,2786.45
85032,19711,3661.34
90201,19711,4243.50
94104,19711,4480.82
97301,19711,4335.63
02301,19720,522.89
06010,19720,351.16
07087,19720,201.95
10025,19720,207.41
19143,19720,48.16
21234,19720,100.61
27406,19720,613.47
29445,19720,942.71
30044,19720,1097.75
32203,19720,1315.16
35215,19720,1370.77
38109,19720,1539.54
40601,19720,919.29
44035,19720,652.76
45401,19720,825.07
47906,19720,1081.88
48180,19720,790.00
52001,19720,1456.81
53511,19720,1310.01
60623,19720,1175.85
63376,19720,1452.40
74012,19720,2028.10
75221,19720,2289.07
80126,19720,2804.56
85032,19720,3679.36
90201,19720,4261.62
94104,19720,4498.86
97301,19720,4352.85
02301,20011,688.35
06010,20011,513.52
07087,20011,365.80
10025,20011,371.41
19143,20011,212.94
21234,20011,69.45
27406,20011,454.59
29445,20011,800.76
30044,20011,932.85
32203,20011,1171.63
35215,20011,1204.89
38109,20011,1379.57
40601,20011,769.65
44035,20011,567.85
45401,20011,696.43
47906,20011,961.69
48180,20011,716.24
52001,20011,1357.76
53511,20011,1214.64
60623,20011,1074.53
63376,20011,1315.21
74012,20011,1879.69
75221,20011,2130.50
80126,20011,2681.41
85032,20011,3539.07
90201,20011,4128.34
94104,20011,4381.25
97301,20011,4262.96
02301,20744,688.03
06010,20744,514.78
07087,20744,366.36
10025,20744,371.92
19143,20744,212.82
21234,20744,73.25
27406,20744,451.35
29445,20744,794.01
30044,20744,932.63
32203,20744,1165.30
35215,20744,1206.61
38109,20744,1384.96
40601,20744,777.69
44035,20744,581.48
45401,20744,707.29
47906,20744,973.09
48180,20744,730.09
52001,20744,1370.39
53511,20744,1227.50
60623,20744,1087.13
63376,20744,1324.79
74012,20744,1887.57
75221,20744,2136.21
80126,20744,2692.20
85032,20744,3548.01
90201,20744,4138.08
94104,20744,4392.40
97301,20744,4275.80
02301,20854,697.88
06010,20854,521.23
07087,20854,374.60
10025,20854,380.27
19143,20854,223.08
21234,20854,77.40
27406,20854,450.82
29445,20854,801.82
30044,20854,924.71
32203,20854,1171.90
35215,20854,1194.30
38109,20854,1364.94
40601,20854,752.61
44035,20854,548.26
45401,20854,677.35
47906,20854,942.31
48180,20854,696.84
52001,20854,1337.99
53511,20854,1194.86
60623,20854,1054.77
63376,20854,1296.90
74012,20854,1862.69
75221,20854,2115.51
80126,20854,2662.31
85032,20854,3521.21
90201,20854,4109.89
94104,20854,4361.95
97301,20854,4243.18
02301,20878,688.66
06010,20878,511.01
07087,20878,365.12
10025,20878,370.82
19143,20878,214.76
21234,20878,69.19
27406,20878,463.32
29445,20878,815.60
30044,20878,935.12
32203,20878,1185.49
35215,20878,1203.20
38109,20878,1370.51
40601,20878,755.46
44035,20878,541.65
45401,20878,676.36
47906,20878,940.34
48180,20878,689.48
52001,20878,1333.69
53511,20878,1190.10
60623,20878,1050.57
63376,20878,1297.59
74012,20878,1865.47
75221,20878,2120.66
80126,20878,2661.15
85032,20878,3522.61
90201,20878,4110.22
94104,20878,4360.18
97301,20878,4238.36
02301,20906,681.25
06010,20906,504.82
07087,20906,358.02
10025,20906,363.68
19143,20906,206.39
21234,20906,60.75
27406,20906,466.05
29445,20906,815.02
30044,20906,941.13
32203,20906,1185.52
35215,20906,1210.99
38109,20906,1381.20
40601,20906,767.80
44035,20906,555.83
45401,20906,690.17
47906,20906,954.38
48180,20906,703.51
52001,20906,1348.01
53511,20906,1204.42
60623,20906,1064.88
63376,20906,1310.89
74012,20906,1877.87
75221,20906,2131.65
80126,20906,2675.03
85032,20906,3535.65
90201,20906,4123.67
94104,20906,4374.21
97301,20906,4252.68
02301,21122,641.93
06010,21122,468.55
07087,21122,320.11
10025,21122,325.67
19143,21122,166.62
21234,21122,31.98
27406,21122,497.17
29445,21122,836.56
30044,21122,978.81
32203,21122,1208.33
35215,21122,1252.02
38109,21122,1426.58
40601,21122,814.40
44035,21122,594.29
45401,21122,735.72
47906,21122,999.12
48180,21122,740.17
52001,21122,1389.95
53511,21122,1245.69
60623,21122,1107.02
63376,21122,1357.26
74012,21122,1924.48
75221,21122,2177.32
80126,21122,2720.36
85032,21122,3582.20
90201,21122,4169.88
94104,21122,4419.00
97301,21122,4293.63
02301,21215,634.30
06010,21215,457.48
07087,21215,310.90
10025,21215,316.58
19143,21215,160.12
21234,21215,15.09
27406,21215,512.54
29445,21215,858.10
30044,21215,988.46
32203,21215,1229.25
35215,21215,1257.67
38109,21215,1424.22
40601,21215,806.39
44035,21215,570.32
45401,21215,720.59
47906,21215,981.97
48180,21215,714.82
52001,21215,1368.65
53511,21215,1223.73
60623,21215,1086.04
63376,21215,1344.78
74012,21215,1916.04
75221,21215,2174.00
80126,21215,2704.15
85032,21215,3570.84
90201,21215,4156.38
94104,21215,4401.58
97301,21215,4271.06
02301,21234,620.50
06010,21234,444.44
07087,21234,297.32
10025,21234,302.97
19143,21234,145.79
21234,21234,0.00
27406,21234,523.88
29445,21234,866.79
30044,21234,1001.60
32203,21234,1238.29
35215,21234,1271.69
38109,21234,1439.20
40601,21234,821.47
44035,21234,582.21
45401,21234,735.01
47906,21234,995.99
48180,21234,725.94
52001,21234,1381.49
53511,21234,1236.33
60623,21234,1099.01
63376,21234,1359.53
74012,21234,1931.09
75221,21234,2189.04
80126,21234,2718.31
85032,21234,3585.68
90201,21234,4170.98
94104,21234,4415.46
97301,21234,4283.35
02301,21740,699.35
06010,21740,515.88
07087,21740,378.49
10025,21740,384.26
19143,21740,242.19
21234,21740,118.14
27406,21740,493.30
29445,21740,859.01
30044,21740,942.72
32203,21740,1225.00
35215,21740,1198.41
38109,21740,1343.96
40601,21740,716.03
44035,21740,466.17
45401,21740,619.47
47906,21740,878.67
48180,21740,612.12
52001,21740,1263.61
53511,21740,1118.74
60623,21740,981.01
63376,21740,1246.26
74012,21740,1823.29
75221,21740,2090.84
80126,21740,2601.27
85032,21740,3473.20
90201,21740,4056.04
94104,21740,4297.75
97301,21740,4166.25
02301,22003,710.87
06010,22003,536.13
07087,22003,388.40
10025,22003,394.00
19143,22003,235.45
21234,22003,91.96
27406,22003,432.37
29445,22003,780.32
30044,22003,910.25
32203,22003,1150.84
35215,22003,1182.63
38109,22003,1359.17
40601,22003,751.77
44035,22003,562.52
45401,22003,682.86
47906,22003,949.21
48180,22003,712.07
52001,22003,1348.41
53511,22003,1206.03
60623,22003,1065.11
63376,22003,1299.39
74012,22003,1861.61
75221,22003,2110.34
80126,22003,2667.63
85032,22003,3522.30
90201,22003,4112.73
94104,22003,4368.18
97301,22003,4254.21
02301,22193,735.35
06010,22193,561.51
07087,22193,413.40
10025,22193,418.97
19143,22193,260.04
21234,22193,117.89
27406,22193,406.12
29445,22193,754.22
30044,22193,885.39
32203,22193,1124.59
35215,22193,1159.25
38109,22193,1339.94
40601,22193,737.09
44035,22193,565.25
45401,22193,674.73
47906,22193,942.37
48180,22193,715.95
52001,22193,1345.52
53511,22193,1204.12
60623,22193,1062.25
63376,22193,1287.65
74012,22193,1846.31
75221,22193,2091.50
80126,22193,2658.62
85032,22193,3508.91
90201,22193,4101.05
94104,22193,4360.07
97301,22193,4251.74
02301,22554,758.03
06010,22554,585.91
07087,22554,437.21
10025,22554,442.73
19143,22554,283.46
21234,22554,144.15
27406,22554,379.95
29445,22554,725.79
30044,22554,862.59
32203,22554,1096.36
35215,22554,1139.10
38109,22554,1326.05
40601,22554,729.69
44035,22554,577.62
45401,22554,675.36
47906,22554,944.15
48180,22554,729.18
52001,22554,1351.39
53511,22554,1211.10
60623,22554,1068.30
63376,22554,1283.50
74012,22554,1837.55
75221,22554,2078.00
80126,22554,2657.37
85032,22554,3502.37
90201,22554,4096.54
94104,22554,4359.73
97301,22554,4257.66
02301,23322,843.15
06010,23322,702.45
07087,23322,559.07
10025,23322,563.31
19143,23322,423.76
21234,23322,341.82
27406,23322,364.49
29445,23322,596.40
30044,23322,854.52
32203,23322,964.00
35215,23322,1156.47
38109,23322,1405.59
40601,23322,876.15
44035,23322,817.13
45401,23322,869.83
47906,23322,1139.09
48180,23322,969.78
52001,23322,1562.27
53511,23322,1427.67
60623,23322,1281.91
63376,23322,1439.55
74012,23322,1954.85
75221,23322,2152.71
80126,23322,2824.08
85032,23322,3629.84
90201,23322,4237.99
94104,23322,4529.17
97301,23322,4463.01
02301,23456,825.42
06010,23456,685.46
07087,23456,542.55
10025,23456,546.73
19143,23456,408.54
21234,23456,330.51
27406,23456,379.50
29445,23456,614.39
30044,23456,870.93
32203,23456,981.86
35215,23456,1172.39
38109,23456,1419.18
40601,23456,885.16
44035,23456,816.40
45401,23456,874.93
47906,23456,1144.52
48180,23456,968.95
52001,23456,1566.29
53511,23456,1430.93
60623,23456,1285.44
63376,23456,1448.57
74012,23456,1966.73
75221,23456,2166.87
80126,23456,2832.79
85032,23456,3641.45
90201,23456,4248.75
94104,23456,4537.85
97301,23456,4468.18
02301,29445,1436.95
06010,29445,1286.15
07087,29445,1137.96
10025,29445,1142.82
19143,29445,989.43
21234,29445,866.79
27406,29445,378.48
29445,29445,0.00
30044,29445,426.99
32203,29445,372.47
35215,29445,715.81
38109,29445,1063.06
40601,29445,810.75
44035,29445,1060.39
45401,29445,938.47
47906,29445,1149.14
48180,29445,1191.62
52001,29445,1575.93
53511,29445,1477.41
60623,29445,1336.73
63376,29445,1285.98
74012,29445,1654.56
75221,29445,1749.31
80126,29445,2618.76
85032,29445,3302.78
90201,29445,3936.35
94104,29445,4300.30
97301,29445,4357.52
02301,30032,1661.25
06010,30032,1486.27
07087,30032,1339.15
10025,30032,1344.76
19143,30032,1186.01
21234,30032,1042.01
27406,30032,540.58
29445,30032,456.06
30044,30032,41.32
32203,30032,512.89
35215,30032,269.95
38109,30032,608.24
40601,30032,551.16
44035,30032,967.60
45401,30032,743.61
47906,30032,864.93
48180,30032,1055.75
52001,30032,1248.63
53511,30032,1180.53
60623,30032,1057.64
63376,30032,886.56
74012,30032,1200.19
75221,30032,1302.28
80126,30032,2173.92
85032,30032,2847.61
90201,30032,3480.39
94104,30032,3847.60
97301,30032,3929.28
02301,30044,1620.58
06010,30044,1445.94
07087,30044,1298.65
10025,30044,1304.26
19143,30044,1145.43
21234,30044,1001.60
27406,30044,499.26
29445,30044,426.99
30044,30044,0.00
32203,30044,513.26
35215,30044,308.28
38109,30044,636.11
40601,30044,533.96
44035,30044,939.02
45401,30044,721.81
47906,30044,854.56
48180,30044,1031.09
52001,30044,1246.15
53511,30044,1173.56
60623,30044,1047.80
63376,30044,895.56
74012,30044,1227.58
75221,30044,1338.15
80126,30044,2196.46
85032,30044,2879.56
90201,30044,3511.09
94104,30044,3873.87
97301,30044,3947.21
02301,30047,1637.61
06010,30047,1462.74
07087,30047,1315.56
10025,30047,1321.17
19143,30047,1162.40
21234,30047,1018.45
27406,30047,516.93
29445,30047,440.64
30044,30047,17.79
32203,30047,514.73
35215,30047,291.04
38109,30047,622.51
40601,30047,539.15
44035,30047,949.67
45401,30047,729.20
47906,30047,856.80
48180,30047,1039.88
52001,30047,1245.02
53511,30047,1174.36
60623,30047,1049.85
63376,30047,889.51
74012,30047,1214.25
75221,30047,1321.76
80126,30047,2185.05
85032,30047,2864.57
90201,30047,3496.57
94104,30047,3861.04
97301,30047,3937.67
02301,30058,1651.29
06010,30058,1477.21
07087,30058,1329.68
10025,30058,1335.27
19143,30058,1176.32
21234,30058,1032.79
27406,30058,527.33
29445,30058,432.94
30044,30058,33.67
32203,30058,493.43
35215,30058,290.42
38109,30058,631.71
40601,30058,562.62
44035,30058,971.94
45401,30058,752.52
47906,30058,879.87
48180,30058,1062.89
52001,30058,1266.83
53511,30058,1196.99
60623,30058,1072.86
63376,30058,908.14
74012,30058,1223.67
75221,30058,1323.80
80126,30058,2197.48
85032,30058,2870.40
90201,30058,3503.43
94104,30058,3871.14
97301,30058,3952.51
02301,30062,1659.90
06010,30062,1483.68
07087,30062,1337.20
10025,30062,1342.85
19143,30062,1184.49
21234,30062,1039.89
27406,30062,545.30
29445,30062,480.92
30044,30062,55.08
32203,30062,544.41
35215,30062,255.26
38109,30062,582.22
40601,30062,525.13
44035,30062,948.35
45401,30062,719.78
47906,30062,835.89
48180,30062,1033.49
52001,30062,1217.63
53511,30062,1150.44
60623,30062,1028.37
63376,30062,855.00
74012,30062,1173.97
75221,30062,1283.33
80126,30062,2145.39
85032,30062,2824.64
90201,30062,3456.43
94104,30062,3820.83
97301,30062,3899.25
02301,30096,1627.47
06010,30096,1452.23
07087,30096,1305.23
10025,30096,1310.85
19143,30096,1152.18
21234,30096,1008.04
27406,30096,508.70
29445,30096,442.93
30044,30096,16.05
32203,30096,525.94
35215,30096,295.10
38109,30096,620.22
40601,30096,525.66
44035,30096,935.92
45401,30096,715.43
47906,30096,844.06
48180,30096,1026.04
52001,30096,1233.55
53511,30096,1162.11
60623,30096,1037.17
63376,30096,880.66
74012,30096,1211.63
75221,30096,1323.64
80126,30096,2180.41
85032,30096,2864.08
90201,30096,3495.42
94104,30096,3857.86
97301,30096,3931.38
02301,30349,1690.28
06010,30349,1515.27
07087,30349,1368.17
10025,30349,1373.78
19143,30349,1215.05
21234,30349,1071.02
27406,30349,569.26
29445,30349,474.15
30044,30349,70.13
32203,30349,509.84
35215,30349,246.10
38109,30349,593.55
40601,30349,568.71
44035,30349,991.26
45401,30349,763.58
47906,30349,877.73
48180,30349,1077.16
52001,30349,1255.87
53511,30349,1190.83
60623,30349,1069.92
63376,30349,886.10
74012,30349,1185.34
75221,30349,1280.05
80126,30349,2162.65
85032,30349,2828.66
90201,30349,3462.45
94104,30349,3833.24
97301,30349,3921.36
02301,30906,1526.54
06010,30906,1361.80
07087,30906,1212.29
10025,30906,1217.61
19143,30906,1058.93
21234,30906,922.26
27406,30906,398.41
29445,30906,214.56
30044,30906,212.94
32203,30906,384.99
35215,30906,504.52
38109,30906,848.69
40601,30906,659.76
44035,30906,988.46
45401,30906,818.13
47906,30906,996.90
48180,30906,1103.12
52001,30906,1410.60
53511,30906,1323.82
60623,30906,1189.08
63376,30906,1090.84
74012,30906,1440.37
75221,30906,1539.12
80126,30906,2408.17
85032,30906,3088.87
90201,30906,3721.94
94104,30906,4086.81
97301,30906,4154.12
02301,30907,1519.30
06010,30907,1353.86
07087,30907,1204.39
10025,30907,1209.73
19143,30907,1050.92
21234,30907,913.69
27406,30907,389.84
29445,30907,221.77
30044,30907,205.23
32203,30907,398.61
35215,30907,500.44
38109,30907,841.32
40601,30907,646.08
44035,30907,975.17
45401,30907,804.30
47906,30907,983.33
48180,30907,1089.52
52001,30907,1397.44
53511,30907,1310.33
60623,30907,1175.46
63376,30907,1079.31
74012,30907,1432.79
75221,30907,1535.02
80126,30907,2399.06
85032,30907,3083.00
90201,30907,3715.54
94104,30907,4078.75
97301,30907,4143.72
02301,31907,1816.02
06010,31907,1644.02
07087,31907,1495.78
10025,31907,1501.32
19143,31907,1342.08
21234,31907,1199.70
27406,31907,685.76
29445,31907,512.49
30044,31907,206.63
32203,31907,435.68
35215,31907,239.52
38109,31907,621.64
40601,31907,709.98
44035,31907,1138.47
45401,31907,907.91
47906,31907,1008.24
48180,31907,1222.93
52001,31907,1369.36
53511,31907,1313.73
60623,31907,1198.49
63376,31907,974.70
74012,31907,1202.26
75221,31907,1246.75
80126,31907,2194.81
85032,31907,2813.64
90201,31907,3453.22
94104,31907,3845.52
97301,31907,3968.15
02301,32073,1827.32
06010,32073,1679.16
07087,32073,1531.25
10025,32073,1536.08
19143,32073,1383.05
21234,32073,1259.64
27406,32073,756.02
29445,32073,393.63
30044,32073,529.01
32203,32073,21.54
35215,32073,681.82
38109,32073,1064.16
40601,32073,1049.61
44035,32073,1392.59
45401,32073,1219.37
47906,32073,1379.73
48180,32073,1508.16
52001,32073,1774.95
53511,32073,1701.54
60623,32073,1573.15
63376,32073,1407.62
74012,32073,1636.06
75221,32073,1632.11
80126,32073,2633.26
85032,32073,3208.59
90201,32073,3853.38
94104,32073,4268.01
97301,32073,4410.87
02301,32210,1819.55
06010,32210,1670.69
07087,32210,1522.65
10025,32210,1527.49
19143,32210,1374.15
21234,32210,1250.17
27406,32210,745.26
29445,32210,384.76
30044,32210,515.65
32203,32210,13.58
35215,32210,670.32
38109,32210,1052.73
40601,32210,1036.24
44035,32210,1380.00
45401,32210,1206.17
47906,32210,1366.32
48180,32210,1495.27
52001,32210,1761.62
53511,32210,1688.14
60623,32210,1559.74
63376,32210,1394.76
74012,32210,1625.52
75221,32210,1624.09
80126,32210,2622.42
85032,32210,3200.50
90201,32210,3845.09
94104,32210,4258.46
97301,32210,4399.52
02301,32792,1970.82
06010,32792,1831.29
07087,32792,1685.50
10025,32792,1690.07
19143,32792,1541.10
21234,32792,1424.55
27406,32792,936.27
29445,32792,561.59
30044,32792,723.48
32203,32792,217.61
35215,32792,844.80
38109,32792,1222.74
40601,32792,1247.61
44035,32792,1587.65
45401,32792,1417.78
47906,32792,1576.49
48180,32792,1705.17
52001,32792,1967.43
53511,32792,1897.02
60623,32792,1769.91
63376,32792,1589.60
74012,32792,1777.90
75221,32792,1734.77
80126,32792,2777.96
85032,32792,3307.64
90201,32792,3954.82
94104,32792,4389.46
97301,32792,4562.75
02301,33012,2229.60
06010,33012,2105.84
07087,33012,1965.22
10025,33012,1969.30
19143,33012,1828.71
21234,33012,1724.34
27406,33012,1265.30
29445,33012,886.96
30044,33012,1081.94
32203,33012,575.31
35215,33012,1179.70
38109,33012,1547.74
40601,33012,1606.57
44035,33012,1935.96
45401,33012,1774.77
47906,33012,1935.51
48180,33012,2057.62
52001,33012,2323.70
53511,33012,2255.44
60623,33012,2128.92
63376,33012,1936.59
74012,33012,2077.18
75221,33012,1982.41
80126,33012,3074.52
85032,33012,3534.19
90201,33012,4181.85
94104,33012,4646.11
97301,33012,4864.73
02301,33024,2206.23
06010,33024,2082.34
07087,33024,1941.69
10025,33024,1945.78
19143,33024,1805.18
21234,33024,1700.86
27406,33024,1242.46
29445,33024,864.18
30044,33024,1063.19
32203,33024,555.23
35215,33024,1165.27
38109,33024,1534.76
40601,33024,1586.76
44035,33024,1914.04
45401,33024,1754.10
47906,33024,1916.32
48180,33024,2036.12
52001,33024,2305.89
53511,33024,2236.75
60623,33024,2109.74
63376,33024,1920.77
74012,33024,2067.25
75221,33024,1977.08
80126,33024,3065.19
85032,33024,3531.29
90201,33024,4179.05
94104,33024,4640.86
97301,33024,4855.11
02301,33064,2174.27
06010,33064,2050.62
07087,33064,1910.10
10025,33064,1914.18
19143,33064,1773.83
21234,33064,1669.98
27406,33064,1213.60
29445,33064,835.54
30044,33064,1042.46
32203,33064,532.45
35215,33064,1151.64
38109,33064,1523.24
40601,33064,1564.01
44035,33064,1887.20
45401,33064,1729.73
47906,33064,1894.61
48180,33064,2010.14
52001,33064,2286.49
53511,33064,2215.87
60623,33064,2088.03
63376,33064,1904.68
74012,33064,2060.16
75221,33064,1976.61
80126,33064,3058.87
85032,33064,3533.98
90201,33064,4181.85
94104,33064,4640.25
97301,33064,4848.22
02301,33065,2182.88
06010,33065,2058.08
07087,33065,1917.10
10025,33065,1921.21
19143,33065,1780.13
21234,33065,1675.18
27406,33065,1215.43
29445,33065,837.09
30044,33065,1036.32
32203,33065,527.90
35215,33065,1140.93
38109,33065,1511.44
40601,33065,1559.48
44035,33065,1886.55
45401,33065,1726.61
47906,33065,1889.25
48180,33065,2008.58
52001,33065,2279.42
53511,33065,2209.87
60623,33065,2082.67
63376,33065,1895.43
74012,33065,2046.31
75221,33065,1960.31
80126,33065,3044.72
85032,33065,3516.78
90201,33065,4164.63
94104,33065,4624.03
97301,33065,4834.32
02301,33157,2261.98
06010,33157,2138.74
07087,33157,1998.28
10025,33157,2002.35
19143,33157,1861.98
21234,33157,1757.84
27406,33157,1298.81
29445,33157,920.45
30044,33157,1111.82
32203,33157,606.67
35215,33157,1204.64
38109,33157,1570.82
40601,33157,1637.49
44035,33157,1968.85
45401,33157,1806.54
47906,33157,1965.77
48180,33157,2090.15
52001,33157,2352.43
53511,33157,2285.15
60623,33157,2159.16
63376,33157,1963.05
74012,33157,2096.33
75221,33157,1995.53
80126,33157,3092.76
85032,33157,3543.79
90201,33157,4191.25
94104,33157,4658.85
97301,33157,4883.29
02301,33165,2249.92
06010,33165,2126.20
07087,33165,1985.57
10025,33165,1989.65
19143,33165,1849.03
21234,33165,1744.56
27406,33165,1284.81
29445,33165,906.41
30044,33165,1097.68
32203,33165,592.34
35215,33165,1191.59
38109,33165,1558.29
40601,33165,1623.21
44035,33165,1954.56
45401,33165,1792.19
47906,33165,1951.57
48180,33165,2075.81
52001,33165,2338.50
53511,33165,2271.04
60623,33165,2144.97
63376,33165,1949.63
74012,33165,2085.00
75221,33165,1986.22
80126,33165,3081.74
85032,33165,3535.79
90201,33165,4183.32
94104,33165,4649.71
97301,33165,4872.17
02301,33311,2189.92
06010,33311,2066.16
07087,33311,1925.58
10025,33311,1929.66
19143,33311,1789.19
21234,33311,1685.12
27406,33311,1227.76
29445,33311,849.58
30044,33311,1052.64
32203,33311,543.57
35215,33311,1158.34
38109,33311,1528.93
40601,33311,1575.20
44035,33311,1900.39
45401,33311,1741.71
47906,33311,1905.30
48180,33311,2022.91
52001,33311,2296.05
53511,33311,2226.16
60623,33311,2098.72
63376,33311,1912.62
74012,33311,2063.70
75221,33311,1976.91
80126,33311,3062.05
85032,33311,3532.76
90201,33311,4180.59
94104,33311,4640.66
97301,33311,4851.70
02301,37042,1713.61
06010,37042,1527.84
07087,37042,1396.88
10025,37042,1402.63
19143,37042,1258.53
21234,37042,1117.08
27406,37042,761.65
29445,37042,868.36
30044,37042,469.66
32203,37042,972.52
35215,37042,390.06
38109,37042,327.43
40601,37042,319.73
44035,37042,785.85
45401,37042,506.26
47906,37042,485.71
48180,37042,809.46
52001,37042,806.34
53511,37042,761.44
60623,37042,661.68
63376,37042,425.90
74012,37042,844.01
75221,37042,1072.13
80126,37042,1760.92
85032,37042,2519.56
90201,37042,3133.44
94104,37042,3456.49
97301,37042,3489.17
02301,37211,1689.24
06010,37211,1504.26
07087,37211,1369.38
10025,37211,1375.15
19143,37211,1227.12
21234,37211,1083.59
27406,37211,698.89
29445,37211,785.57
30044,37211,383.63
32203,37211,887.26
35215,37211,328.18
38109,37211,357.04
40601,37211,322.47
44035,37211,797.59
45401,37211,523.27
47906,37211,543.16
48180,37211,836.74
52001,37211,885.40
53511,37211,833.47
60623,37211,726.37
63376,37211,511.94
74012,37211,907.03
75221,37211,1109.20
80126,37211,1838.70
85032,37211,2581.70
90201,37211,3199.73
94104,37211,3531.13
97301,37211,3572.42
02301,38109,2040.15
06010,38109,1854.53
07087,38109,1722.27
10025,38109,1728.03
19143,38109,1581.98
21234,38109,1439.20
27406,38109,1044.65
29445,38109,1063.06
30044,38109,636.11
32203,38109,1056.54
35215,38109,382.50
38109,38109,0.00
40601,38109,645.84
44035,38109,1101.95
45401,38109,821.76
47906,38109,735.83
48180,38109,1107.58
52001,38109,927.27
53511,38109,933.32
60623,38109,874.36
63376,38109,467.74
74012,38109,591.96
75221,38109,752.21
80126,38109,1574.59
85032,38109,2249.61
90201,38109,2877.22
94104,38109,3239.70
97301,38109,3346.83
02301,43055,1097.52
06010,43055,912.60
07087,43055,799.71
10025,43055,805.14
19143,43055,686.17
21234,43055,568.45
27406,43055,562.13
29445,43055,909.03
30044,43055,773.34
32203,43055,1210.68
35215,43055,936.44
38109,43055,974.39
40601,43055,331.56
44035,43055,165.76
45401,43055,173.16
47906,43055,427.59
48180,43055,282.59
52001,43055,828.97
53511,43055,690.76
60623,43055,546.36
63376,43055,802.87
74012,43055,1395.62
75221,43055,1696.53
80126,43055,2149.94
85032,43055,3028.84
90201,43055,3606.55
94104,43055,3847.39
97301,43055,3734.99
02301,43081,1142.57
06010,43081,958.15
07087,43081,847.45
10025,43081,852.84
19143,43081,735.73
21234,43081,618.89
27406,43081,594.96
29445,43081,932.60
30044,43081,773.56
32203,43081,1224.22
35215,43081,920.93
38109,43081,941.05
40601,43081,304.54
44035,43081,173.04
45401,43081,127.67
47906,43081,377.10
48180,43081,263.88
52001,43081,779.96
53511,43081,642.91
60623,43081,497.82
63376,43081,755.27
74012,43081,1350.76
75221,43081,1657.08
80126,43081,2099.58
85032,43081,2980.37
90201,43081,3556.96
94104,43081,3796.86
97301,43081,3685.64
02301,43130,1126.88
06010,43130,941.38
07087,43130,824.52
10025,43130,830.03
19143,43130,705.75
21234,43130,582.65
27406,43130,535.15
29445,43130,874.65
30044,43130,729.42
32203,43130,1170.93
35215,43130,891.99
38109,43130,935.81
40601,43130,291.06
44035,43130,209.66
45401,43130,152.36
47906,43130,418.04
48180,43130,318.59
52001,43130,831.13
53511,43130,696.54
60623,43130,550.46
63376,43130,780.33
74012,43130,1367.55
75221,43130,1662.10
80126,43130,2136.92
85032,43130,3007.41
