Units,Periods,Baseline
GAS_4,Tue-09,0.0
GAS_4,Tue-10,0.0
GAS_4,Tue-11,0.0
GAS_4,Tue-12,0.0
GAS_4,Tue-13,0.0
GAS_4,Tue-14,0.0
GAS_4,Tue-15,0.0
GAS_4,Tue-16,0.0
GAS_4,Tue-17,0.0
GAS_4,Tue-18,0.0
GAS_4,Tue-19,0.0
GAS_4,Tue-20,0.0
GAS_4,Tue-21,0.0
GAS_4,Tue-22,0.0
GAS_4,Tue-23,0.0
GAS_4,Wed-00,0.0
GAS_4,Wed-01,0.0
GAS_4,Wed-02,0.0
GAS_4,Wed-03,0.0
GAS_4,Wed-04,0.0
GAS_4,Wed-05,0.0
GAS_4,Wed-06,0.0
GAS_4,Wed-07,0.0
GAS_4,Wed-08,0.0
GAS_4,Wed-09,0.0
GAS_4,Wed-10,0.0
GAS_4,Wed-11,0.0
GAS_4,Wed-12,0.0
GAS_4,Wed-13,0.0
GAS_4,Wed-14,0.0
GAS_4,Wed-15,0.0
GAS_4,Wed-16,0.0
GAS_4,Wed-17,0.0
GAS_4,Wed-18,0.0
GAS_4,Wed-19,0.0
GAS_4,Wed-20,0.0
GAS_4,Wed-21,0.0
GAS_4,Wed-22,0.0
GAS_4,Wed-23,0.0
GAS_4,Thu-00,0.0
GAS_4,Thu-01,0.0
GAS_4,Thu-02,0.0
GAS_4,Thu-03,0.0
GAS_4,Thu-04,0.0
GAS_4,Thu-05,0.0
GAS_4,Thu-06,0.0
GAS_4,Thu-07,0.0
GAS_4,Thu-08,0.0
GAS_4,Thu-09,0.0
GAS_4,Thu-10,0.0
GAS_4,Thu-11,0.0
GAS_4,Thu-12,0.0
GAS_4,Thu-13,0.0
GAS_4,Thu-14,0.0
GAS_4,Thu-15,0.0
GAS_4,Thu-16,0.0
GAS_4,Thu-17,0.0
GAS_4,Thu-18,0.0
GAS_4,Thu-19,0.0
GAS_4,Thu-20,0.0
GAS_4,Thu-21,0.0
GAS_4,Thu-22,0.0
GAS_4,Thu-23,0.0
GAS_4,Fri-00,0.0
GAS_4,Fri-01,0.0
GAS_4,Fri-02,0.0
GAS_4,Fri-03,0.0
GAS_4,Fri-04,0.0
GAS_4,Fri-05,0.0
GAS_4,Fri-06,0.0
GAS_4,Fri-07,0.0
GAS_4,Fri-08,0.0
GAS_4,Fri-09,0.0
GAS_4,Fri-10,0.0
GAS_4,Fri-11,0.0
GAS_4,Fri-12,0.0
GAS_4,Fri-13,0.0
GAS_4,Fri-14,0.0
GAS_4,Fri-15,0.0
GAS_4,Fri-16,0.0
GAS_4,Fri-17,0.0
GAS_4,Fri-18,0.0
GAS_4,Fri-19,0.0
GAS_4,Fri-20,0.0
GAS_4,Fri-21,0.0
GAS_4,Fri-22,0.0
GAS_4,Fri-23,0.0
GAS_4,Sat-00,0.0
GAS_4,Sat-01,0.0
GAS_4,Sat-02,0.0
GAS_4,Sat-03,0.0
GAS_4,Sat-04,0.0
GAS_4,Sat-05,0.0
GAS_4,Sat-06,0.0
GAS_4,Sat-07,0.0
GAS_4,Sat-08,0.0
GAS_4,Sat-09,0.0
GAS_4,Sat-10,0.0
GAS_4,Sat-11,0.0
GAS_4,Sat-12,0.0
GAS_4,Sat-13,0.0
GAS_4,Sat-14,0.0
GAS_4,Sat-15,0.0
GAS_4,Sat-16,0.0
GAS_4,Sat-17,0.0
GAS_4,Sat-18,0.0
GAS_4,Sat-19,0.0
GAS_4,Sat-20,0.0
GAS_4,Sat-21,0.0
GAS_4,Sat-22,0.0
GAS_4,Sat-23,0.0
GAS_4,Sun-00,0.0
GAS_4,Sun-01,0.0
GAS_4,Sun-02,0.0
GAS_4,Sun-03,0.0
GAS_4,Sun-04,0.0
GAS_4,Sun-05,0.0
GAS_4,Sun-06,0.0
GAS_4,Sun-07,0.0
GAS_4,Sun-08,0.0
GAS_4,Sun-09,0.0
GAS_4,Sun-10,0.0
GAS_4,Sun-11,0.0
GAS_4,Sun-12,0.0
GAS_4,Sun-13,0.0
GAS_4,Sun-14,0.0
GAS_4,Sun-15,0.0
GAS_4,Sun-16,0.0
GAS_4,Sun-17,0.0
GAS_4,Sun-18,0.0
GAS_4,Sun-19,0.0
GAS_4,Sun-20,0.0
GAS_4,Sun-21,0.0
GAS_4,Sun-22,0.0
GAS_4,Sun-23,0.0
DIESEL_1,Mon-00,0.0
DIESEL_1,Mon-01,0.0
DIESEL_1,Mon-02,0.0
DIESEL_1,Mon-03,0.0
DIESEL_1,Mon-04,0.0
DIESEL_1,Mon-05,0.0
DIESEL_1,Mon-06,0.0
DIESEL_1,Mon-07,0.0
DIESEL_1,Mon-08,0.0
DIESEL_1,Mon-09,0.0
DIESEL_1,Mon-10,0.0
DIESEL_1,Mon-11,0.0
DIESEL_1,Mon-12,0.0
DIESEL_1,Mon-13,0.0
DIESEL_1,Mon-14,0.0
DIESEL_1,Mon-15,0.0
DIESEL_1,Mon-16,0.0
DIESEL_1,Mon-17,0.0
DIESEL_1,Mon-18,0.0
DIESEL_1,Mon-19,0.0
DIESEL_1,Mon-20,0.0
DIESEL_1,Mon-21,0.0
DIESEL_1,Mon-22,0.0
DIESEL_1,Mon-23,0.0
DIESEL_1,Tue-00,0.0
DIESEL_1,Tue-01,0.0
DIESEL_1,Tue-02,0.0
DIESEL_1,Tue-03,0.0
DIESEL_1,Tue-04,0.0
DIESEL_1,Tue-05,0.0
DIESEL_1,Tue-06,0.0
DIESEL_1,Tue-07,0.0
DIESEL_1,Tue-08,0.0
DIESEL_1,Tue-09,0.0
DIESEL_1,Tue-10,0.0
DIESEL_1,Tue-11,0.0
DIESEL_1,Tue-12,0.0
DIESEL_1,Tue-13,0.0
DIESEL_1,Tue-14,0.0
DIESEL_1,Tue-15,0.0
DIESEL_1,Tue-16,0.0
DIESEL_1,Tue-17,0.0
DIESEL_1,Tue-18,0.0
DIESEL_1,Tue-19,0.0
DIESEL_1,Tue-20,0.0
DIESEL_1,Tue-21,0.0
DIESEL_1,Tue-22,0.0
DIESEL_1,Tue-23,0.0
DIESEL_1,Wed-00,0.0
DIESEL_1,Wed-01,0.0
DIESEL_1,Wed-02,0.0
DIESEL_1,Wed-03,0.0
DIESEL_1,Wed-04,0.0
DIESEL_1,Wed-05,0.0
DIESEL_1,Wed-06,0.0
DIESEL_1,Wed-07,0.0
DIESEL_1,Wed-08,0.0
DIESEL_1,Wed-09,0.0
DIESEL_1,Wed-10,0.0
DIESEL_1,Wed-11,0.0
DIESEL_1,Wed-12,0.0
DIESEL_1,Wed-13,0.0
DIESEL_1,Wed-14,0.0
DIESEL_1,Wed-15,0.0
DIESEL_1,Wed-16,0.0
DIESEL_1,Wed-17,0.0
DIESEL_1,Wed-18,0.0
DIESEL_1,Wed-19,0.0
DIESEL_1,Wed-20,0.0
DIESEL_1,Wed-21,0.0
DIESEL_1,Wed-22,0.0
DIESEL_1,Wed-23,0.0
DIESEL_1,Thu-00,0.0
DIESEL_1,Thu-01,0.0
DIESEL_1,Thu-02,0.0
DIESEL_1,Thu-03,0.0
DIESEL_1,Thu-04,0.0
DIESEL_1,Thu-05,0.0
DIESEL_1,Thu-06,0.0
DIESEL_1,Thu-07,0.0
DIESEL_1,Thu-08,0.0
DIESEL_1,Thu-09,0.0
DIESEL_1,Thu-10,0.0
DIESEL_1,Thu-11,0.0
DIESEL_1,Thu-12,0.0
DIESEL_1,Thu-13,0.0
DIESEL_1,Thu-14,0.0
DIESEL_1,Thu-15,0.0
DIESEL_1,Thu-16,0.0
DIESEL_1,Thu-17,0.0
DIESEL_1,Thu-18,0.0
DIESEL_1,Thu-19,0.0
DIESEL_1,Thu-20,0.0
DIESEL_1,Thu-21,0.0
DIESEL_1,Thu-22,0.0
DIESEL_1,Thu-23,0.0
DIESEL_1,Fri-00,0.0
DIESEL_1,Fri-01,0.0
DIESEL_1,Fri-02,0.0
DIESEL_1,Fri-03,0.0
DIESEL_1,Fri-04,0.0
DIESEL_1,Fri-05,0.0
DIESEL_1,Fri-06,0.0
DIESEL_1,Fri-07,0.0
DIESEL_1,Fri-08,0.0
DIESEL_1,Fri-09,0.0
DIESEL_1,Fri-10,0.0
DIESEL_1,Fri-11,0.0
DIESEL_1,Fri-12,0.0
DIESEL_1,Fri-13,0.0
DIESEL_1,Fri-14,0.0
DIESEL_1,Fri-15,0.0
DIESEL_1,Fri-16,0.0
DIESEL_1,Fri-17,0.0
DIESEL_1,Fri-18,0.0
DIESEL_1,Fri-19,0.0
DIESEL_1,Fri-20,0.0
DIESEL_1,Fri-21,0.0
DIESEL_1,Fri-22,0.0
DIESEL_1,Fri-23,0.0
DIESEL_1,Sat-00,0.0
DIESEL_1,Sat-01,0.0
DIESEL_1,Sat-02,0.0
DIESEL_1,Sat-03,0.0
DIESEL_1,Sat-04,0.0
DIESEL_1,Sat-05,0.0
DIESEL_1,Sat-06,0.0
DIESEL_1,Sat-07,0.0
DIESEL_1,Sat-08,0.0
DIESEL_1,Sat-09,0.0
DIESEL_1,Sat-10,0.0
DIESEL_1,Sat-11,0.0
DIESEL_1,Sat-12,0.0
DIESEL_1,Sat-13,0.0
DIESEL_1,Sat-14,0.0
DIESEL_1,Sat-15,0.0
DIESEL_1,Sat-16,0.0
DIESEL_1,Sat-17,0.0
DIESEL_1,Sat-18,0.0
DIESEL_1,Sat-19,0.0
DIESEL_1,Sat-20,0.0
DIESEL_1,Sat-21,0.0
DIESEL_1,Sat-22,0.0
DIESEL_1,Sat-23,0.0
DIESEL_1,Sun-00,0.0
DIESEL_1,Sun-01,0.0
DIESEL_1,Sun-02,0.0
DIESEL_1,Sun-03,0.0
DIESEL_1,Sun-04,0.0
DIESEL_1,Sun-05,0.0
DIESEL_1,Sun-06,0.0
DIESEL_1,Sun-07,0.0
DIESEL_1,Sun-08,0.0
DIESEL_1,Sun-09,0.0
DIESEL_1,Sun-10,0.0
DIESEL_1,Sun-11,0.0
DIESEL_1,Sun-12,0.0
DIESEL_1,Sun-13,0.0
DIESEL_1,Sun-14,0.0
DIESEL_1,Sun-15,0.0
DIESEL_1,Sun-16,0.0
DIESEL_1,Sun-17,0.0
DIESEL_1,Sun-18,0.0
DIESEL_1,Sun-19,0.0
DIESEL_1,Sun-20,0.0
DIESEL_1,Sun-21,0.0
DIESEL_1,Sun-22,0.0
DIESEL_1,Sun-23,0.0
DIESEL_2,Mon-00,0.0
DIESEL_2,Mon-01,0.0
DIESEL_2,Mon-02,0.0
DIESEL_2,Mon-03,1.0
DIESEL_2,Mon-04,0.0
DIESEL_2,Mon-05,0.0
DIESEL_2,Mon-06,0.0
DIESEL_2,Mon-07,0.0
DIESEL_2,Mon-08,0.0
DIESEL_2,Mon-09,0.0
DIESEL_2,Mon-10,0.0
DIESEL_2,Mon-11,0.0
DIESEL_2,Mon-12,0.0
DIESEL_2,Mon-13,0.0
DIESEL_2,Mon-14,0.0
DIESEL_2,Mon-15,0.0
DIESEL_2,Mon-16,0.0
DIESEL_2,Mon-17,0.0
DIESEL_2,Mon-18,0.0
DIESEL_2,Mon-19,0.0
DIESEL_2,Mon-20,0.0
DIESEL_2,Mon-21,0.0
DIESEL_2,Mon-22,0.0
DIESEL_2,Mon-23,0.0
DIESEL_2,Tue-00,0.0
DIESEL_2,Tue-01,0.0
DIESEL_2,Tue-02,0.0
DIESEL_2,Tue-03,0.0
DIESEL_2,Tue-04,0.0
DIESEL_2,Tue-05,0.0
DIESEL_2,Tue-06,0.0
DIESEL_2,Tue-07,0.0
DIESEL_2,Tue-08,0.0
DIESEL_2,Tue-09,0.0
DIESEL_2,Tue-10,0.0
DIESEL_2,Tue-11,0.0
DIESEL_2,Tue-12,0.0
DIESEL_2,Tue-13,0.0
DIESEL_2,Tue-14,0.0
DIESEL_2,Tue-15,0.0
DIESEL_2,Tue-16,0.0
DIESEL_2,Tue-17,0.0
DIESEL_2,Tue-18,0.0
DIESEL_2,Tue-19,0.0
DIESEL_2,Tue-20,0.0
DIESEL_2,Tue-21,0.0
DIESEL_2,Tue-22,0.0
DIESEL_2,Tue-23,0.0
DIESEL_2,Wed-00,0.0
DIESEL_2,Wed-01,0.0
DIESEL_2,Wed-02,0.0
DIESEL_2,Wed-03,0.0
DIESEL_2,Wed-04,0.0
DIESEL_2,Wed-05,0.0
DIESEL_2,Wed-06,0.0
DIESEL_2,Wed-07,0.0
DIESEL_2,Wed-08,0.0
DIESEL_2,Wed-09,0.0
DIESEL_2,Wed-10,0.0
DIESEL_2,Wed-11,0.0
DIESEL_2,Wed-12,0.0
DIESEL_2,Wed-13,0.0
DIESEL_2,Wed-14,0.0
DIESEL_2,Wed-15,0.0
DIESEL_2,Wed-16,0.0
DIESEL_2,Wed-17,0.0
DIESEL_2,Wed-18,0.0
DIESEL_2,Wed-19,0.0
DIESEL_2,Wed-20,0.0
DIESEL_2,Wed-21,0.0
DIESEL_2,Wed-22,0.0
DIESEL_2,Wed-23,0.0
DIESEL_2,Thu-00,0.0
DIESEL_2,Thu-01,0.0
DIESEL_2,Thu-02,0.0
DIESEL_2,Thu-03,0.0
DIESEL_2,Thu-04,0.0
DIESEL_2,Thu-05,0.0
DIESEL_2,Thu-06,0.0
DIESEL_2,Thu-07,0.0
DIESEL_2,Thu-08,0.0
DIESEL_2,Thu-09,0.0
DIESEL_2,Thu-10,0.0
DIESEL_2,Thu-11,0.0
DIESEL_2,Thu-12,0.0
DIESEL_2,Thu-13,0.0
DIESEL_2,Thu-14,0.0
DIESEL_2,Thu-15,0.0
DIESEL_2,Thu-16,0.0
DIESEL_2,Thu-17,0.0
DIESEL_2,Thu-18,0.0
DIESEL_2,Thu-19,0.0
DIESEL_2,Thu-20,0.0
DIESEL_2,Thu-21,0.0
DIESEL_2,Thu-22,0.0
DIESEL_2,Thu-23,0.0
DIESEL_2,Fri-00,0.0
DIESEL_2,Fri-01,0.0
DIESEL_2,Fri-02,0.0
DIESEL_2,Fri-03,0.0
DIESEL_2,Fri-04,0.0
DIESEL_2,Fri-05,0.0
DIESEL_2,Fri-06,0.0
DIESEL_2,Fri-07,0.0
DIESEL_2,Fri-08,0.0
DIESEL_2,Fri-09,0.0
DIESEL_2,Fri-10,0.0
DIESEL_2,Fri-11,0.0
DIESEL_2,Fri-12,0.0
DIESEL_2,Fri-13,0.0
DIESEL_2,Fri-14,0.0
DIESEL_2,Fri-15,0.0
DIESEL_2,Fri-16,0.0
DIESEL_2,Fri-17,0.0
DIESEL_2,Fri-18,0.0
DIESEL_2,Fri-19,0.0
DIESEL_2,Fri-20,0.0
DIESEL_2,Fri-21,0.0
DIESEL_2,Fri-22,0.0
DIESEL_2,Fri-23,0.0
DIESEL_2,Sat-00,0.0
DIESEL_2,Sat-01,0.0
DIESEL_2,Sat-02,0.0
DIESEL_2,Sat-03,0.0
DIESEL_2,Sat-04,0.0
DIESEL_2,Sat-05,0.0
DIESEL_2,Sat-06,0.0
DIESEL_2,Sat-07,0.0
DIESEL_2,Sat-08,0.0
DIESEL_2,Sat-09,0.0
DIESEL_2,Sat-10,0.0
DIESEL_2,Sat-11,0.0
DIESEL_2,Sat-12,0.0
DIESEL_2,Sat-13,0.0
DIESEL_2,Sat-14,0.0
DIESEL_2,Sat-15,0.0
DIESEL_2,Sat-16,0.0
DIESEL_2,Sat-17,0.0
DIESEL_2,Sat-18,0.0
DIESEL_2,Sat-19,0.0
DIESEL_2,Sat-20,0.0
DIESEL_2,Sat-21,0.0
DIESEL_2,Sat-22,0.0
DIESEL_2,Sat-23,0.0
DIESEL_2,Sun-00,0.0
DIESEL_2,Sun-01,0.0
DIESEL_2,Sun-02,0.0
DIESEL_2,Sun-03,0.0
DIESEL_2,Sun-04,0.0
DIESEL_2,Sun-05,0.0
DIESEL_2,Sun-06,0.0
DIESEL_2,Sun-07,0.0
DIESEL_2,Sun-08,0.0
DIESEL_2,Sun-09,0.0
DIESEL_2,Sun-10,0.0
DIESEL_2,Sun-11,0.0
DIESEL_2,Sun-12,0.0
DIESEL_2,Sun-13,0.0
DIESEL_2,Sun-14,0.0
DIESEL_2,Sun-15,0.0
DIESEL_2,Sun-16,0.0
DIESEL_2,Sun-17,0.0
DIESEL_2,Sun-18,0.0
DIESEL_2,Sun-19,0.0
DIESEL_2,Sun-20,0.0
DIESEL_2,Sun-21,0.0
DIESEL_2,Sun-22,0.0
DIESEL_2,Sun-23,0.0
DIESEL_3,Mon-00,0.0
DIESEL_3,Mon-01,0.0
DIESEL_3,Mon-02,1.0
DIESEL_3,Mon-03,0.0
DIESEL_3,Mon-04,0.0
DIESEL_3,Mon-05,0.0
DIESEL_3,Mon-06,1.0
DIESEL_3,Mon-07,0.0
DIESEL_3,Mon-08,0.0
DIESEL_3,Mon-09,0.0
DIESEL_3,Mon-10,0.0
DIESEL_3,Mon-11,0.0
DIESEL_3,Mon-12,0.0
DIESEL_3,Mon-13,0.0
DIESEL_3,Mon-14,0.0
DIESEL_3,Mon-15,0.0
DIESEL_3,Mon-16,0.0
DIESEL_3,Mon-17,0.0
DIESEL_3,Mon-18,0.0
DIESEL_3,Mon-19,0.0
DIESEL_3,Mon-20,0.0
DIESEL_3,Mon-21,0.0
DIESEL_3,Mon-22,0.0
DIESEL_3,Mon-23,0.0
DIESEL_3,Tue-00,0.0
DIESEL_3,Tue-01,0.0
DIESEL_3,Tue-02,0.0
DIESEL_3,Tue-03,0.0
DIESEL_3,Tue-04,0.0
DIESEL_3,Tue-05,1.0
DIESEL_3,Tue-06,0.0
DIESEL_3,Tue-07,0.0
DIESEL_3,Tue-08,0.0
DIESEL_3,Tue-09,0.0
DIESEL_3,Tue-10,0.0
DIESEL_3,Tue-11,0.0
DIESEL_3,Tue-12,0.0
DIESEL_3,Tue-13,0.0
DIESEL_3,Tue-14,0.0
DIESEL_3,Tue-15,0.0
DIESEL_3,Tue-16,0.0
DIESEL_3,Tue-17,0.0
DIESEL_3,Tue-18,0.0
DIESEL_3,Tue-19,0.0
DIESEL_3,Tue-20,0.0
DIESEL_3,Tue-21,0.0
DIESEL_3,Tue-22,0.0
DIESEL_3,Tue-23,0.0
DIESEL_3,Wed-00,0.0
DIESEL_3,Wed-01,0.0
DIESEL_3,Wed-02,0.0
DIESEL_3,Wed-03,0.0
DIESEL_3,Wed-04,0.0
DIESEL_3,Wed-05,1.0
DIESEL_3,Wed-06,0.0
DIESEL_3,Wed-07,0.0
DIESEL_3,Wed-08,0.0
DIESEL_3,Wed-09,0.0
DIESEL_3,Wed-10,0.0
DIESEL_3,Wed-11,0.0
DIESEL_3,Wed-12,0.0
DIESEL_3,Wed-13,0.0
DIESEL_3,Wed-14,0.0
DIESEL_3,Wed-15,0.0
DIESEL_3,Wed-16,0.0
DIESEL_3,Wed-17,0.0
DIESEL_3,Wed-18,0.0
DIESEL_3,Wed-19,0.0
DIESEL_3,Wed-20,0.0
DIESEL_3,Wed-21,0.0
DIESEL_3,Wed-22,0.0
DIESEL_3,Wed-23,0.0
DIESEL_3,Thu-00,0.0
DIESEL_3,Thu-01,0.0
DIESEL_3,Thu-02,0.0
DIESEL_3,Thu-03,0.0
DIESEL_3,Thu-04,0.0
DIESEL_3,Thu-05,1.0
DIESEL_3,Thu-06,0.0
DIESEL_3,Thu-07,0.0
DIESEL_3,Thu-08,0.0
DIESEL_3,Thu-09,0.0
DIESEL_3,Thu-10,0.0
DIESEL_3,Thu-11,0.0
DIESEL_3,Thu-12,0.0
DIESEL_3,Thu-13,0.0
DIESEL_3,Thu-14,0.0
DIESEL_3,Thu-15,0.0
DIESEL_3,Thu-16,0.0
DIESEL_3,Thu-17,0.0
DIESEL_3,Thu-18,0.0
DIESEL_3,Thu-19,0.0
DIESEL_3,Thu-20,0.0
DIESEL_3,Thu-21,0.0
DIESEL_3,Thu-22,0.0
DIESEL_3,Thu-23,0.0
DIESEL_3,Fri-00,0.0
DIESEL_3,Fri-01,0.0
DIESEL_3,Fri-02,0.0
DIESEL_3,Fri-03,0.0
DIESEL_3,Fri-04,0.0
DIESEL_3,Fri-05,1.0
DIESEL_3,Fri-06,0.0
DIESEL_3,Fri-07,0.0
DIESEL_3,Fri-08,0.0
DIESEL_3,Fri-09,0.0
DIESEL_3,Fri-10,0.0
DIESEL_3,Fri-11,0.0
DIESEL_3,Fri-12,0.0
DIESEL_3,Fri-13,0.0
DIESEL_3,Fri-14,0.0
DIESEL_3,Fri-15,0.0
DIESEL_3,Fri-16,0.0
DIESEL_3,Fri-17,0.0
DIESEL_3,Fri-18,0.0
DIESEL_3,Fri-19,0.0
DIESEL_3,Fri-20,0.0
DIESEL_3,Fri-21,0.0
DIESEL_3,Fri-22,0.0
DIESEL_3,Fri-23,0.0
DIESEL_3,Sat-00,0.0
DIESEL_3,Sat-01,0.0
DIESEL_3,Sat-02,0.0
DIESEL_3,Sat-03,0.0
DIESEL_3,Sat-04,0.0
DIESEL_3,Sat-05,0.0
DIESEL_3,Sat-06,0.0
DIESEL_3,Sat-07,0.0
DIESEL_3,Sat-08,0.0
DIESEL_3,Sat-09,1.0
DIESEL_3,Sat-10,0.0
DIESEL_3,Sat-11,0.0
DIESEL_3,Sat-12,0.0
DIESEL_3,Sat-13,0.0
DIESEL_3,Sat-14,0.0
DIESEL_3,Sat-15,0.0
DIESEL_3,Sat-16,0.0
DIESEL_3,Sat-17,0.0
DIESEL_3,Sat-18,0.0
DIESEL_3,Sat-19,0.0
DIESEL_3,Sat-20,0.0
DIESEL_3,Sat-21,0.0
DIESEL_3,Sat-22,0.0
DIESEL_3,Sat-23,0.0
DIESEL_3,Sun-00,0.0
DIESEL_3,Sun-01,0.0
DIESEL_3,Sun-02,0.0
DIESEL_3,Sun-03,0.0
DIESEL_3,Sun-04,0.0
DIESEL_3,Sun-05,0.0
DIESEL_3,Sun-06,0.0
DIESEL_3,Sun-07,0.0
DIESEL_3,Sun-08,0.0
DIESEL_3,Sun-09,0.0
DIESEL_3,Sun-10,0.0
DIESEL_3,Sun-11,0.0
DIESEL_3,Sun-12,0.0
DIESEL_3,Sun-13,0.0
DIESEL_3,Sun-14,0.0
DIESEL_3,Sun-15,0.0
DIESEL_3,Sun-16,0.0
DIESEL_3,Sun-17,0.0
DIESEL_3,Sun-18,0.0
DIESEL_3,Sun-19,0.0
DIESEL_3,Sun-20,0.0
DIESEL_3,Sun-21,0.0
DIESEL_3,Sun-22,0.0
DIESEL_3,Sun-23,0.0
DIESEL_4,Mon-00,0.0
DIESEL_4,Mon-01,0.0
DIESEL_4,Mon-02,1.0
DIESEL_4,Mon-03,0.0
DIESEL_4,Mon-04,0.0
DIESEL_4,Mon-05,0.0
DIESEL_4,Mon-06,1.0
DIESEL_4,Mon-07,0.0
DIESEL_4,Mon-08,0.0
DIESEL_4,Mon-09,0.0
DIESEL_4,Mon-10,0.0
DIESEL_4,Mon-11,0.0
DIESEL_4,Mon-12,0.0
DIESEL_4,Mon-13,0.0
DIESEL_4,Mon-14,0.0
DIESEL_4,Mon-15,0.0
DIESEL_4,Mon-16,0.0
DIESEL_4,Mon-17,0.0
DIESEL_4,Mon-18,0.0
DIESEL_4,Mon-19,0.0
DIESEL_4,Mon-20,0.0
DIESEL_4,Mon-21,0.0
DIESEL_4,Mon-22,0.0
DIESEL_4,Mon-23,0.0
DIESEL_4,Tue-00,0.0
DIESEL_4,Tue-01,0.0
DIESEL_4,Tue-02,0.0
DIESEL_4,Tue-03,0.0
DIESEL_4,Tue-04,0.0
DIESEL_4,Tue-05,0.0
DIESEL_4,Tue-06,0.0
DIESEL_4,Tue-07,0.0
DIESEL_4,Tue-08,0.0
DIESEL_4,Tue-09,0.0
DIESEL_4,Tue-10,0.0
DIESEL_4,Tue-11,0.0
DIESEL_4,Tue-12,0.0
DIESEL_4,Tue-13,0.0
DIESEL_4,Tue-14,0.0
DIESEL_4,Tue-15,0.0
DIESEL_4,Tue-16,0.0
DIESEL_4,Tue-17,0.0
DIESEL_4,Tue-18,0.0
DIESEL_4,Tue-19,0.0
DIESEL_4,Tue-20,0.0
DIESEL_4,Tue-21,0.0
DIESEL_4,Tue-22,0.0
DIESEL_4,Tue-23,0.0
DIESEL_4,Wed-00,0.0
DIESEL_4,Wed-01,0.0
DIESEL_4,Wed-02,0.0
DIESEL_4,Wed-03,0.0
DIESEL_4,Wed-04,0.0
DIESEL_4,Wed-05,0.0
DIESEL_4,Wed-06,0.0
DIESEL_4,Wed-07,0.0
DIESEL_4,Wed-08,0.0
DIESEL_4,Wed-09,0.0
DIESEL_4,Wed-10,0.0
DIESEL_4,Wed-11,0.0
DIESEL_4,Wed-12,0.0
DIESEL_4,Wed-13,0.0
DIESEL_4,Wed-14,0.0
DIESEL_4,Wed-15,0.0
DIESEL_4,Wed-16,0.0
DIESEL_4,Wed-17,0.0
DIESEL_4,Wed-18,0.0
DIESEL_4,Wed-19,0.0
DIESEL_4,Wed-20,0.0
DIESEL_4,Wed-21,0.0
DIESEL_4,Wed-22,0.0
DIESEL_4,Wed-23,0.0
DIESEL_4,Thu-00,0.0
DIESEL_4,Thu-01,0.0
DIESEL_4,Thu-02,0.0
DIESEL_4,Thu-03,0.0
DIESEL_4,Thu-04,0.0
DIESEL_4,Thu-05,0.0
DIESEL_4,Thu-06,0.0
DIESEL_4,Thu-07,0.0
DIESEL_4,Thu-08,0.0
DIESEL_4,Thu-09,0.0
DIESEL_4,Thu-10,0.0
DIESEL_4,Thu-11,0.0
DIESEL_4,Thu-12,0.0
DIESEL_4,Thu-13,0.0
DIESEL_4,Thu-14,0.0
DIESEL_4,Thu-15,0.0
DIESEL_4,Thu-16,0.0
DIESEL_4,Thu-17,0.0
DIESEL_4,Thu-18,0.0
DIESEL_4,Thu-19,0.0
DIESEL_4,Thu-20,0.0
DIESEL_4,Thu-21,0.0
DIESEL_4,Thu-22,0.0
DIESEL_4,Thu-23,0.0
DIESEL_4,Fri-00,0.0
DIESEL_4,Fri-01,0.0
DIESEL_4,Fri-02,0.0
DIESEL_4,Fri-03,0.0
DIESEL_4,Fri-04,0.0
DIESEL_4,Fri-05,0.0
DIESEL_4,Fri-06,0.0
DIESEL_4,Fri-07,0.0
DIESEL_4,Fri-08,0.0
DIESEL_4,Fri-09,0.0
DIESEL_4,Fri-10,0.0
DIESEL_4,Fri-11,0.0
DIESEL_4,Fri-12,0.0
DIESEL_4,Fri-13,0.0
DIESEL_4,Fri-14,0.0
DIESEL_4,Fri-15,0.0
DIESEL_4,Fri-16,0.0
DIESEL_4,Fri-17,0.0
DIESEL_4,Fri-18,0.0
DIESEL_4,Fri-19,0.0
DIESEL_4,Fri-20,0.0
DIESEL_4,Fri-21,0.0
DIESEL_4,Fri-22,0.0
DIESEL_4,Fri-23,0.0
DIESEL_4,Sat-00,0.0
DIESEL_4,Sat-01,0.0
DIESEL_4,Sat-02,0.0
DIESEL_4,Sat-03,0.0
DIESEL_4,Sat-04,0.0
DIESEL_4,Sat-05,0.0
DIESEL_4,Sat-06,0.0
DIESEL_4,Sat-07,0.0
DIESEL_4,Sat-08,0.0
DIESEL_4,Sat-09,1.0
DIESEL_4,Sat-10,0.0
DIESEL_4,Sat-11,0.0
DIESEL_4,Sat-12,0.0
DIESEL_4,Sat-13,0.0
DIESEL_4,Sat-14,0.0
DIESEL_4,Sat-15,0.0
DIESEL_4,Sat-16,0.0
DIESEL_4,Sat-17,0.0
DIESEL_4,Sat-18,0.0
DIESEL_4,Sat-19,0.0
DIESEL_4,Sat-20,0.0
DIESEL_4,Sat-21,0.0
DIESEL_4,Sat-22,0.0
DIESEL_4,Sat-23,0.0
DIESEL_4,Sun-00,0.0
DIESEL_4,Sun-01,0.0
DIESEL_4,Sun-02,0.0
DIESEL_4,Sun-03,0.0
DIESEL_4,Sun-04,0.0
DIESEL_4,Sun-05,0.0
DIESEL_4,Sun-06,0.0
DIESEL_4,Sun-07,0.0
DIESEL_4,Sun-08,0.0
